SCH_DEP_DATE,cargo_diff
2021-06-26,809888.2999999998
2021-06-27,-566275.8329999996
2021-06-28,-1523703.358
2021-06-29,737548.5470000003
2021-06-30,279045.69599999953
2021-07-01,414566.4950000001
2021-07-02,-397343.8049999997
2021-07-03,627286.2050000001
2021-07-04,-8392.131000000052
2021-07-05,-1340917.0070000002
2021-07-06,244083.28299999982
2021-07-07,528242.4890000001
2021-07-08,625362.9079999998
2021-07-09,-311941.0769999996
2021-07-10,193129.0189999994
2021-07-11,141875.65600000042
2021-07-12,-1400160.335
2021-07-13,787819.6150000002
2021-07-14,177131.52999999933
2021-07-15,229992.91500000004
2021-07-16,-28268.89699999988
2021-07-17,165223.13200000022
2021-07-18,166155.5259999996
2021-07-19,-1388988.495
2021-07-20,-117904.26799999923
2021-07-21,782712.131
2021-07-22,-438020.05500000063
2021-07-23,385295.4419999998
2021-07-24,488872.3370000003
2021-07-25,-46377.91099999938
2021-07-26,-1245300.875000001
2021-07-27,798082.3770000003
2021-07-28,-29339.84200000018
2021-07-29,331015.3770000003
2021-07-30,114490.51499999966
2021-07-31,424512.0150000006
2021-08-01,-684525.4740000004
2021-08-02,-1042747.0470000003
2021-08-03,450148.7820000006
2021-08-04,696372.4459999995
2021-08-05,-381173.0019999994
2021-08-06,571303.7719999999
2021-08-07,-17055.48400000017
2021-08-08,-101454.33000000007
2021-08-09,-1501068.6780000003
2021-08-10,300884.1860000007
2021-08-11,1047728.1229999997
2021-08-12,-130705.03500000015
2021-08-13,145799.74000000022
2021-08-14,1114016.0759999994
2021-08-15,-992714.8109999998
2021-08-16,-1843474.7979999995
2021-08-17,-197509.35500000045
2021-08-18,416697.0800000001
2021-08-19,-1195394.42
2021-08-20,-19489.964000000153
2021-08-21,-397874.5079999999
2021-08-22,-393471.6469999999
2021-08-23,-771068.209
2021-08-24,-62571.97999999998
2021-08-25,-154438.39599999995
2021-08-26,-242934.71900000004
2021-08-27,32337.591000000015
2021-08-28,192934.82199999993
2021-08-29,-230993.3899999999
2021-08-30,-298640.20700000005
2021-08-31,-121352.31700000004
2021-09-01,-251257.01899999997
2021-09-02,-107963.91700000002
2021-09-03,-17988.082999999984
2021-09-04,-71135.783
2021-09-05,34390.282999999996
2021-09-06,-147255.5
2021-09-07,-10055.633000000002
2021-09-08,-59076.367
2021-09-09,-40669.022
2021-09-10,-1629.3060000000114
2021-09-11,63275.261
2021-09-12,-12120.5
2021-09-13,-56607.43299999999
2021-09-14,18683.5
2021-09-15,-37624.0
2021-09-16,-25953.288
2021-09-17,24145.076
2021-09-18,26428.712
2021-09-19,-940.5
2021-09-20,-38148.0
2021-09-21,25648.5
2021-09-22,-28089.5
2021-09-23,-18177.0
2021-09-24,21785.5
2021-09-25,18577.5
2021-09-26,12899.5
2021-09-27,-46003.0
2021-09-28,25583.5
2021-09-29,-8356.0
2021-09-30,-28670.5
2021-10-01,-12620.5
2021-10-02,-35652.0
2021-10-03,4141.0
2021-10-04,-25909.5
2021-10-05,5770.5
2021-10-06,11661.5
2021-10-07,-5046.0
2021-10-08,-13431.0
2021-10-09,2466.5
2021-10-10,6733.5
2021-10-11,-11333.5
2021-10-12,12133.5
2021-10-13,2516.5
2021-10-14,-10866.5
2021-10-15,-1650.0
2021-10-16,2466.5
2021-10-17,6733.5
2021-10-18,-11174.5
2021-10-19,1291.0
2021-10-20,5016.5
2021-10-21,-2683.0
2021-10-22,-1650.0
2021-10-23,-667.0
2021-10-24,9867.0
2021-10-25,-12923.5
2021-10-26,2573.5
2021-10-27,5016.5
2021-10-28,-5594.5
2021-10-29,-50.5
2021-10-30,687.0
2021-10-31,3156.5
