SCH_DEP_DATE,CHG_WT_BU_sum,cargo_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17
2019-02-06,7022325.3,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075,388489.53000000026,-197860.86000000034,343973.6900000004,596987.4799999995,-877724.75,-297584.39999999944
2019-02-07,6469692.83,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075,388489.53000000026,-197860.86000000034,343973.6900000004,596987.4799999995,-877724.75
2019-02-08,6903873.28,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075,388489.53000000026,-197860.86000000034,343973.6900000004,596987.4799999995
2019-02-09,6556995.15,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075,388489.53000000026,-197860.86000000034,343973.6900000004
2019-02-10,6730903.68,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075,388489.53000000026,-197860.86000000034
2019-02-11,5707556.72,-1023346.96,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075,388489.53000000026
2019-02-12,5901720.18,194163.45999999996,-1023346.96,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224,-15569.830000000075
2019-02-13,6559328.09,657607.9100000001,194163.45999999996,-1023346.96,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003,24201.990000000224
2019-02-14,6512076.46,-47251.62999999989,657607.9100000001,194163.45999999996,-1023346.96,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004,-854640.0700000003
2019-02-15,6748175.9,236099.4400000004,-47251.62999999989,657607.9100000001,194163.45999999996,-1023346.96,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015,451474.9400000004
2019-02-16,6603198.58,-144977.3200000003,236099.4400000004,-47251.62999999989,657607.9100000001,194163.45999999996,-1023346.96,173908.52999999933,-346878.1299999999,434180.4500000002,-552632.4699999997,-91436.24000000022,563600.1500000004,-470896.5700000003,-566669.6100000003,448040.28000000026,-356165.3300000001,-67480.78000000026,394677.41000000015
