Flight_No,org,dst,SCH_DEP_DATE,BKD_WT_sum,BKD_VOL_sum,CHG_WT_BU_sum,Ratio,count,OPN_SUFX,INHOUSE_AC_TYP,OPN_MODE,SVC_TYP,AC_CGO_WT_BU,AC_CGO_VOL_BU,CMRCL_CGO_WT_BU,CMRCL_CGO_VOL_BU,NOOP_CAN_IND,ISO_CODE,EST_CGO_PLOD_WT_BU,EST_CGO_PLOD_VOL_BU,EST_WT_BU,EST_VOL_BU
6600,MUC,DWC,2018-01-19T00:00:00.000Z,13343.1,42.174486,13565,1.016630318,10,,388L,J,J,15000,60,16000,60,,GB,39915.06,90.498204,21662.1,27.677246
6600,MUC,DWC,2019-02-10T00:00:00.000Z,8771.4,69.009161,12379.77,1.411379027,18,,388R,J,J,15000,60,15000,70,,GB,25538.53,83.72,5002,6
6600,LIS,DWC,2018-07-24T00:00:00.000Z,14635.2,50.045059,15032.2,1.02712638,9,,77WEJ,J,J,17000,90,17000,90,,TR,16971.62,86.757365,707.84,0.885269
6600,LIS,DWC,2019-06-17T00:00:00.000Z,6509.6,37.94,6509.6,1,6,,77WER,J,J,20000,100,20000,100,,TR,25584.45,98.077126,3139.68,3.95018
6600,LIS,DWC,2019-10-12T00:00:00.000Z,9936,52.44,11709.34,1.178476248,5,,77WER,J,J,20000,100,20000,100,,TR,21075.26,84.050299,531.6,0.788024
6600,LIS,DWC,2021-03-06T00:00:00.000Z,33739.3,111.33404,33841,1.003014289,21,,77WEJ,J,J,17000,90,50000,160,,TR,44059.15,114.290898,28180.1,41.797006
6600,PHX,DWC,2021-04-15T00:00:00.000Z,13454.1,39.24433,15089.6,1.121561457,11,,77LJ,J,J,13000,60,35000,120,,US,24815.01,59.549222,16108.14,32.264311
6600,PHX,DWC,2021-05-25T00:00:00.000Z,6087.7,27.427243,7128,1.170885556,11,,77LJ,J,J,13000,60,24932.68,56.968144,,US,24932.68,56.968144,17410.4,37.188024
6600,DWC,ICN,2018-02-19T00:00:00.000Z,10852.28,55.327146,11467.85,1.056722643,36,,388L,J,J,15000,60,20062.54,72.327425,,AE,20062.54,72.327425,1887.46,2.200359
6600,DWC,ICN,2018-02-26T00:00:00.000Z,6553.49,43.29703,8662.69,1.321843781,27,,388L,J,J,15000,60,28437.92,82.014072,,AE,28437.92,82.014072,10129.62,11.794132
6600,DWC,ICN,2018-12-21T00:00:00.000Z,13420.6,53.315221,14754.95,1.09942551,38,,388L,J,J,15000,60,24404.14,68.814286,,AE,24404.14,68.814286,6528,10.057143
6600,DWC,ICN,2020-09-04T00:00:00.000Z,12424.83,60.122369,14240,1.14609214,36,,77WER,J,J,20000,100,50794.5,133.314371,,AE,50794.5,133.314371,26743.5,24.571856
6600,DWC,ICN,2021-01-31T00:00:00.000Z,11361.14,50.650739,13217.5,1.163395575,30,,77WER,J,J,20000,100,40644.03,110.598982,,AE,40644.03,110.598982,3330.33,5.091796
6600,DWC,ICN,2021-06-19T00:00:00.000Z,11014.51,48.099774,11447,1.039265478,23,,77WEQ,J,J,20000,100,48531.73,126.980419,,AE,48531.73,126.980419,27673.95,38.766168
6600,DWC,TRV,2018-02-13T00:00:00.000Z,940.25,4.760893,1027.5,1.09279447,4,,77WER,J,J,21000,120,38247.52,111.300778,,AE,38247.52,111.300778,8813.77,13.016587
6600,DWC,TRV,2018-04-07T00:00:00.000Z,462.2,6.356216,1061.5,2.296624838,3,,77WEP,J,J,20000,120,36593.78,112.30491,,AE,36593.78,112.30491,19453.98,29.305269
6600,DWC,TRV,2019-05-13T00:00:00.000Z,393.5,2.890192,502.5,1.277001271,4,,77WER,J,J,20000,100,19587.97,78.851856,,AE,19587.97,78.851856,1201.86,1.927305
6600,DWC,TRV,2019-08-07T00:00:00.000Z,368.85,2.18637,384,1.041073607,4,,77WER,J,J,20000,100,26612.62,92.248383,,AE,26612.62,92.248383,1073.1,1.635329
6600,DWC,TRV,2020-02-12T00:00:00.000Z,1282.11,3.39103,1282.5,1.000304186,3,,77WER,J,J,20000,100,30028.7,101.792036,,AE,30028.7,101.792036,8332.47,11.092635
6600,DWC,TRV,2020-09-14T00:00:00.000Z,135.5,0.642276,141.5,,3,,77WER,J,J,20000,100,42015.07,116.577006,,AE,42015.07,116.577006,22563.16,33.551856
6600,DWC,BOM,2018-01-11T00:00:00.000Z,2679.1,14.249809,3204.5,,17,,77WEJ,J,J,3000,30,6000,40,,AE,-1035.52,62.242395,0,0
6600,DWC,BOM,2018-08-07T00:00:00.000Z,9047.91,45.911549,9654.21,,29,,77WEJ,J,J,3000,30,10000,60,,AE,-34,68.239521,0,0
6600,DWC,BOM,2018-11-05T00:00:00.000Z,7925.6,31.034641,8071,,30,,77WEJ,J,J,3000,30,17000,90,,AE,702.16,72.647665,0,0
6600,DWC,BOM,2018-11-15T00:00:00.000Z,4970.28,27.320132,5340.6,,28,,77WEJ,J,J,3000,30,5000,30,,AE,7471.84,67.675689,0,0
6600,DWC,BOM,2019-03-25T00:00:00.000Z,4137.3,20.403577,4602.7,,21,,77WEJ,J,J,3000,30,7512.5,62.889222,,AE,7512.5,62.889222,330.9,0.544311
6600,DWC,BOM,2020-02-26T00:00:00.000Z,9282.66,49.269225,9389.16,,20,,77WEJ,J,J,10000,60,13702.04,67.419401,,AE,13702.04,67.419401,0,0
6600,NBO,DWC,2018-06-10T00:00:00.000Z,17235,84.4,17836,,15,,77WER,J,J,21000,120,41000,4220,,KE,33109.87,114.363653,9749.53,9.997186
6600,NBO,DWC,2018-08-04T00:00:00.000Z,10839.5,58.21441,11672,,19,,77WER,J,J,21000,120,35000,700,,KE,23980.63,101.229581,589.74,0.657126
6600,NBO,DWC,2018-09-04T00:00:00.000Z,25073,94,25073,,17,,77WER,J,J,21000,120,40000,1500,,KE,21907.11,95.786826,0,0
6600,NBO,DWC,2019-04-01T00:00:00.000Z,10436,45.6001,10517,,11,,77WER,J,J,20000,100,35500,200,,KE,38739.34,116.505868,15823.68,18.58491
6600,NBO,DWC,2019-04-15T00:00:00.000Z,19247,93.49,19393,,17,,77WER,J,J,20000,100,542000,1200,,KE,32488.62,111.056766,11142.88,13.071138
6600,NBO,DWC,2019-07-07T00:00:00.000Z,21996,81.606739,22160.5,,21,,77WEP,J,J,20000,100,28500,200,,KE,22735.9,103.041317,1275.3,1.408982
6600,NBO,DWC,2019-11-19T00:00:00.000Z,30745,108.09,31476.64,,16,,77WER,J,J,20000,100,34328.65,116.189521,,KE,34328.65,116.189521,11066.45,11.176347
6600,NBO,DWC,2020-08-27T00:00:00.000Z,5993,27.581611,6077,,10,,77WEP,J,J,20000,100,46802.29,750,,KE,46802.29,123.548144,29791.86,50.49018
6600,NBO,DWC,2020-09-20T00:00:00.000Z,16573,85.608,17426,,13,,77WER,J,J,20000,100,52334.19,128.393772,,KE,52334.19,128.393772,30792.96,46.42491
6600,DME,DWC,2018-02-12T00:00:00.000Z,13326,13.747019,13326,,17,,77WEP,J,J,20000,120,20000,120,,SA,35036,106.742515,16596.58,25.608263
6600,DME,DWC,2018-02-27T00:00:00.000Z,4729,24.696619,4794,,19,,77WEP,J,J,20000,120,20000,120,,SA,36641.62,110.685509,17602.64,25.884072
6600,DME,DWC,2018-05-24T00:00:00.000Z,9754,47.773653,9758,,21,,77WEP,J,J,20000,120,20000,120,,SA,21546.95,93.412874,1544.25,2.061377
6600,DME,DWC,2018-11-02T00:00:00.000Z,5787,26.687045,5788.5,,16,,77WEP,J,J,20000,120,20000,120,,SA,29194.72,94.69976,11344.42,18.589341
6600,DME,DWC,2018-11-08T00:00:00.000Z,2448,11.232,2448,,9,,77WEN,J,J,21000,120,21000,120,,SA,22788.03,93.199521,1232.64,1.632575
6600,DME,DWC,2019-10-16T00:00:00.000Z,3301,14.170859,3321,,17,,77WEN,J,J,20000,100,20000,100,,SA,26407.53,99.402635,4476.12,5.725269
6600,DME,DWC,2019-12-14T00:00:00.000Z,340,0.15,340,,7,,77WEN,J,J,20000,100,20000,100,,SA,44061.25,122.024611,21777.35,27.409281
6600,MLA,DWC,2020-08-21T00:00:00.000Z,22139.5,117.816,22750.5,,10,,77WER,J,H,20000,100,20000,100,,NL,17000,65,0,0
6600,KWI,DWC,2020-07-17T00:00:00.000Z,6378.21,34.938585,6917,,11,,77WER,J,H,20000,100,30000,150,,JO,17000,65,0,0
6600,DWC,HAN,2021-03-10T00:00:00.000Z,16954,95.30153,16954,,12,,77WE,J,H,40000,220,40000,150,,AE,17000,65,0,0
6600,DWC,BAH,2020-07-08T00:00:00.000Z,98077.35,453.436451,110414.591,,74,,77XF,F,F,102500,550,101000,450,,AE,,,,
6600,DWC,BAH,2020-12-31T00:00:00.000Z,63939.7,264.928674,79073.69,,38,,77XF,F,F,102500,550,102500,550,,AE,,,,
6600,AKL,SIN,2020-06-23T00:00:00.000Z,24852.1,142.353505,26362,,19,,77XF,F,F,102500,550,102500,550,,AU,,,,
6600,AKL,SIN,2021-02-23T00:00:00.000Z,37586.5,128.962654,38655.5,,16,,,,,,,,,,,,,,
6600,MEX,DWC,2020-10-10T00:00:00.000Z,1494,7.98,1494,,3,,77WEJ,J,H,17000,90,17000,90,,KW,17000,65,0,0
6600,MEX,DWC,2020-12-09T00:00:00.000Z,10826.12,63.493644,11465,,11,,77WEJ,J,H,17000,90,17000,90,,KW,17000,65,0,0
6600,MEX,DWC,2020-12-26T00:00:00.000Z,240,2.040136,341,,4,,77WER,J,H,20000,100,30000,150,,KW,17000,65,0,0
6600,MUC,DWC,2018-05-18T00:00:00.000Z,6810.4,32.688777,7433.5,,17,,77WEP,J,J,20000,120,20000,120,,GB,32694.64,112.714671,11827.41,13.816826
6600,MUC,DWC,2019-03-21T00:00:00.000Z,8623.5,33.724614,9265.53,,21,,388L,J,J,15000,60,15000,60,,GB,37261.06,100.775808,17789.02,20.772575
6600,MUC,DWC,2019-06-18T00:00:00.000Z,8704.2,50.572185,9798,,22,,388J,J,J,8000,40,10000,60,,GB,42962.77,92.192814,27106.75,30.579341
6600,MUC,DWC,2019-10-02T00:00:00.000Z,5092,27.545194,6109.5,,14,,388T,J,J,8000,30,8000,30,,GB,28115.18,62.798323,11250.28,13.23521
6600,LIS,DWC,2018-03-22T00:00:00.000Z,12922.7,74.716079,16259.9,,24,,77WEJ,J,J,17000,90,17213.21,88.43497,,TR,17213.21,88.43497,0,0
6600,LIS,DWC,2018-03-30T00:00:00.000Z,13114.7,56.993252,13817.2,,40,,77WEJ,J,J,17000,90,16634.31,85.436407,,TR,16634.31,85.436407,0,0
6600,LIS,DWC,2018-06-26T00:00:00.000Z,17736.2,61.865339,17948.3,,10,,77WEJ,J,J,17000,90,22000,120,,TR,17328.33,88.537485,0,0
6600,LIS,DWC,2018-07-19T00:00:00.000Z,16984.3,69.635213,18059.6,,26,,77WEJ,J,J,17000,90,21000,100,,TR,17366.52,85.746467,608.82,0.771377
6600,LIS,DWC,2019-04-18T00:00:00.000Z,17900.1,67.191427,18658.8,,24,,77WEJ,J,J,17000,90,19000,100,,TR,14276.41,82.412216,0,0
6600,LIS,DWC,2019-12-03T00:00:00.000Z,18406.6,74.437157,19171.6,,9,,77WER,J,J,20000,100,20000,100,,TR,22578,89.150539,1886.94,2.676287
6600,LIS,DWC,2021-07-05T00:00:00.000Z,22180,100.58572,23754,,12,,77WER,J,J,20000,100,50000,500,,TR,34630.49,89.648802,17270.95,33.957784
6600,PHX,DWC,2018-08-31T00:00:00.000Z,4521.3,26.843486,5535.5,,14,,77WEN,J,J,10000,90,13487.66,74.69,,US,13487.66,74.69,5178.15,9.45
6600,DWC,ICN,2018-04-14T00:00:00.000Z,5918.45,32.571376,6238.8,,28,,388L,J,J,15000,60,22859.52,76.04503,,AE,22859.52,76.04503,4459.05,5.144012
6600,DWC,ICN,2019-02-12T00:00:00.000Z,14307.23,64.321519,15606.61,,29,,388L,J,J,15000,60,27457.17,86.986467,,AE,27457.17,86.986467,7502.25,8.995509
6600,DWC,ICN,2019-03-03T00:00:00.000Z,10518.35,65.231231,13278.21,,34,,388R,J,J,15000,60,22125.7,65,,AE,22125.7,80.779222,994.3,1.163473
6600,DWC,ICN,2020-10-21T00:00:00.000Z,19000.32,92.3422596,20485,,60,,77WEQ,J,J,20000,100,47301.61,125.755569,,AE,47301.61,125.755569,22947.54,26.751737
6600,DWC,ICN,2020-12-23T00:00:00.000Z,23710.79,110.80047,26574.318,,28,,77WEP,J,J,20000,100,48865.75,106,,AE,48865.75,128.097725,28353.28,39.480719
6600,DWC,ICN,2021-04-18T00:00:00.000Z,31946.66,129.875816,34370.039,,36,,77WEN,J,J,20000,100,42022.87,136,,AE,42022.87,116.421796,5569.24,7.959521
6600,DWC,TRV,2018-10-23T00:00:00.000Z,469,2.91312,500,,1,,77WER,J,J,21000,120,37834.94,109.920958,,AE,37834.94,109.920958,18884.8,28.771257
6600,DWC,TRV,2019-08-23T00:00:00.000Z,224.2,0.891312,224.5,,2,,77WER,J,J,20000,100,22159.92,82.513653,,AE,22159.92,82.513653,3384.58,5.416647
6600,DWC,TRV,2021-04-03T00:00:00.000Z,180.6,0.896748,188,,3,,77WEP,J,J,20000,100,20000,100,,AE,36409.03,107.187545,868.32,1.367186
6600,DWC,BOM,2018-05-20T00:00:00.000Z,6942.17,35.430639,7155.5,,32,,77WEJ,J,J,3000,30,10000,60,,AE,25556.22,110.815689,24194.94,34.221198
6600,DWC,BOM,2018-08-30T00:00:00.000Z,11596.5,57.909453,12163.7,,37,,77WEJ,J,J,3000,30,10000,60,,AE,107.24,69.085269,0,0
6600,DWC,BOM,2020-08-01T00:00:00.000Z,3298.5,22.609167,4277.5,,19,,77WEJ,J,J,10000,60,10000,60,,AE,19266.12,92.308743,19509,32.988024
6600,NBO,DWC,2019-05-31T00:00:00.000Z,19412,87.8,20163,,15,,77WER,J,J,20000,100,35000,2000,,KE,29401.44,113.882036,4703.5,4.212575
6600,NBO,DWC,2019-10-04T00:00:00.000Z,26101,100.28001,26254,,12,,77WER,J,J,20000,100,38803.69,224.12,,KE,25803.69,104.115329,2150.06,2.335689
6600,NBO,DWC,2020-01-21T00:00:00.000Z,25808,102.2,25863,,13,,77WER,J,J,20000,100,38500,200,,KE,31522.04,105.226048,9462.75,12.112275
6600,NBO,DWC,2020-12-25T00:00:00.000Z,13778.5,57.79516,14205.5,,12,,77WER,J,J,20000,100,49173.52,127.717425,,KE,49173.52,127.717425,25090.01,29.041976
6600,DME,DWC,2018-03-12T00:00:00.000Z,3767,19.78835,3802,,14,,77LU,J,J,15000,60,15000,60,,SA,22106.06,72.024311,8876.28,12.911856
6600,DME,DWC,2019-01-18T00:00:00.000Z,3529,18.929555,3571,,5,,77WEP,J,J,20000,100,20000,100,,SA,27459.25,92.360778,10032.75,16.483533
6600,ADD,DWC,2019-11-30T00:00:00.000Z,26946,99.307189,27125.6,,9,,77WEP,J,J,20000,100,26946,99.31,,EG,34064.72,114.028263,13811.04,16.593054
6600,DME,DWC,2021-06-14T00:00:00.000Z,5261.03,37.799336,5291,,72,,77WEN,J,J,20000,100,30000,150,,SA,31028.47,100.639281,7974.12,10.862994
6600,DWC,MLE,2020-06-19T00:00:00.000Z,1800,8,1800,,1,,,,,,,,,,,,,,
6600,DWC,HAN,2021-03-11T00:00:00.000Z,2533.05,14.645849,2792,,6,,77WE,J,H,40000,220,40000,150,,AE,17000,65,0,0
6600,DWC,HAN,2021-03-12T00:00:00.000Z,11175.1,54.563951,11411.5,,11,,77WE,J,H,40000,220,40000,150,,AE,17000,65,0,0
6600,DWC,AKL,2021-03-08T00:00:00.000Z,70515.57,400.4403,83994.82,,71,,,,,,,,,,,,,,
6600,DWC,HKG,2021-03-08T00:00:00.000Z,14937.96,50.31213,16910.635,,15,,77XF,F,F,102500,550,100000,500,,AE,,,,
6600,MEX,DWC,2020-10-30T00:00:00.000Z,236,1.65316,296,,3,,77WF,J,H,45000,250,45000,250,,KW,17000,65,0,0
6600,MEX,DWC,2021-01-31T00:00:00.000Z,6295,35.376934,6295,,11,,77WEJ,J,H,17000,90,17000,90,,KW,17000,65,0,0
6600,MUC,DWC,2018-04-15T00:00:00.000Z,6003.9,33.228937,7261,,21,,388L,J,J,15000,60,15000,60,,GB,23676.91,75.898503,5170.36,6.05006
6600,MUC,DWC,2018-04-16T00:00:00.000Z,2025.5,11.90457,2081,,2,,388L,J,J,15000,60,15000,60,,GB,18961.39,68.647305,700.63,0.842096
6600,MUC,DWC,2019-02-17T00:00:00.000Z,4702.7,44.51661,8008.5,,14,,388J,J,J,8000,40,8000,140,,GB,15808.65,56.752395,0,0
6600,LIS,DWC,2018-03-20T00:00:00.000Z,11127.9,41.601485,12229.6,,15,,77WEJ,J,J,17000,90,23474.66,95.952635,,TR,23474.66,95.952635,6933.81,8.465928
6600,LIS,DWC,2018-04-05T00:00:00.000Z,10097.75,35.656144,10179,,22,,77WEJ,J,J,17000,90,17000,90,,TR,17028.91,87.845509,0,0
6600,LIS,DWC,2018-10-22T00:00:00.000Z,13039.4,44.868404,13145.4,,14,,77WEJ,J,J,17000,90,17000,90,,TR,20299.44,84.607425,4579.96,6.347066
6600,LIS,DWC,2019-09-02T00:00:00.000Z,9527,39.231017,9649,,7,,77WER,J,J,20000,100,20000,100,,TR,24278.25,96.109281,2340.25,2.995509
6600,LIS,DWC,2019-11-16T00:00:00.000Z,20812,99.148759,22074,,11,,77WER,J,J,20000,100,45000,180,,TR,21475.27,85.787784,845.76,1.232096
6600,LIS,DWC,2021-03-15T00:00:00.000Z,26845,104.717,29674,,10,,77WER,J,J,20000,100,30000,110,,TR,35138.74,104.453533,14606.94,21.837964
6600,PHX,DWC,2019-11-28T00:00:00.000Z,5418.16,26.894121,6333.16,,14,,77WEQ,J,J,20000,100,10349.98,65.607186,,US,10349.98,65.607186,1631.56,3.063234
6600,DWC,ICN,2019-02-28T00:00:00.000Z,7016.22,35.737448,7438.25,,50,,388L,J,J,15000,60,27557.08,88.458144,,AE,27557.08,88.458144,7357.82,8.609701
6600,DWC,ICN,2020-01-20T00:00:00.000Z,8802.78,74.852896,12989.67,,41,,388L,J,J,15000,60,25600.21,87.668503,,AE,25600.21,87.668503,5744.32,6.612695
6600,DWC,ICN,2020-03-03T00:00:00.000Z,19904.22,89.620567,21376.36,,23,,388L,J,J,15000,60,57354.85,91,,AE,57354.85,123.911018,37699.13,44.186407
6600,DWC,ICN,2021-04-06T00:00:00.000Z,22445.1,97.227338,24369.532,,52,,77WEN,J,J,20000,100,41687.45,99,,AE,41687.45,116.210778,5241.5,7.434132
6600,DWC,TRV,2018-12-27T00:00:00.000Z,718,4.828739,837.5,,3,,77LJ,J,J,13000,60,13712.79,54.19976,,AE,13712.79,54.19976,635.04,0.928383
6600,DWC,TRV,2019-04-27T00:00:00.000Z,387.3,2.660419,488.5,,5,,77WER,J,J,20000,100,20509.65,79.245988,,AE,20509.65,79.245988,3095.68,5.123832
6600,DWC,TRV,2019-07-09T00:00:00.000Z,282,0.862174,282,,4,,77WER,J,J,20000,100,25744.29,90.142874,,AE,25744.29,90.142874,0,0
6600,DWC,BOM,2018-05-05T00:00:00.000Z,5168,30.234454,5397,,28,,77WEJ,J,J,3000,30,10000,60,,AE,18062.15,97.557784,17646.75,26.627246
6600,DWC,BOM,2018-10-22T00:00:00.000Z,4977.4,20.545522,5198.3,,23,,77WEJ,J,J,3000,30,8379.26,83.17,,AE,8379.26,83.169222,7903.94,11.87988
6600,DWC,BOM,2018-11-13T00:00:00.000Z,7663.2,33.561717,7693,,22,,77WEJ,J,J,3000,30,12000,68.213892,,AE,7161.72,68.213892,0,0
6600,DWC,BOM,2019-02-24T00:00:00.000Z,9412.2,47.321806,9671.7,,36,,77WEJ,J,J,3000,30,8702.24,55,,AE,8702.24,67.139162,981.36,1.56503
6600,DWC,BOM,2019-03-16T00:00:00.000Z,13446.8,56.751956,13707.5,,25,,77WEJ,J,J,3000,30,3000,30,,AE,8546.92,70.520479,0,0
6600,DWC,BOM,2021-03-07T00:00:00.000Z,9678.8,55.428274,10731,,28,,77WEJ,J,J,10000,60,18768.08,93.217725,,AE,25860.49,90.605988,16200.08,26.108263
6600,NBO,DWC,2018-03-03T00:00:00.000Z,24661,96.440737,25149.5,,17,,77WER,J,J,21000,120,31500,150,,KE,31140.99,111.322395,9004.04,9.844551
6600,NBO,DWC,2019-05-03T00:00:00.000Z,17953,73,18860,,13,,77WER,J,J,20000,100,25500,200,,KE,38298.84,119.32497,14142.87,14.268683
6600,NBO,DWC,2019-05-07T00:00:00.000Z,21210,88.36025,21367,,18,,77WEP,J,J,20000,100,28500,200,,KE,38709.67,122.700599,16712.7,16.722754
6600,NBO,DWC,2020-12-22T00:00:00.000Z,7489,28.6,7778,,6,,77WER,J,J,20000,100,41324.82,114.827844,,KE,41324.82,114.827844,18986.25,26.025449
6600,DME,DWC,2018-04-17T00:00:00.000Z,5722,22.297022,5747,,14,,77WEP,J,J,20000,120,20000,120,,SA,29839.37,102.157904,10145.23,14.282814
6600,DME,DWC,2018-12-28T00:00:00.000Z,3648,11.61174,3648,,1,,77LJ,J,J,13000,60,13000,60,,SA,16086.56,54.548263,1704.64,2.542754
6600,DME,DWC,2019-05-30T00:00:00.000Z,6959,24.323,6959,,14,,77WEJ,J,J,17000,90,17000,90,,SA,15221.93,83.803713,204.06,0.263832
6600,KWI,DWC,2020-08-08T00:00:00.000Z,1046.1,2.382554,1047,,3,,77WER,J,H,20000,100,30000,150,,JO,17000,65,0,0
6600,DME,DWC,2021-05-12T00:00:00.000Z,4085.43,22.454961,4560.5,,42,,77WER,J,J,20000,100,20000,100,,SA,33955.68,92.398084,13059.28,22.630419
6600,DWC,AKL,2020-08-17T00:00:00.000Z,63127.09,412.355115,72998.33,,89,,,,,,,,,,,,,,
6600,DWC,HKG,2020-08-17T00:00:00.000Z,12799.54,58.162318,13856.65,,65,,77XF,F,F,102500,550,100000,490,,AE,,,,
6600,HKG,AKL,2021-07-13T00:00:00.000Z,11590.5,90,16200,,2,,77XF,F,F,102500,550,102500,550,,SG,,,,
6600,MUC,DWC,2018-01-30T00:00:00.000Z,4567,23.776281,4884.5,,6,,388R,J,J,15400,60,15000,65,,GB,47884.13,99.843353,27676,33.988024
6600,MUC,DWC,2018-10-22T00:00:00.000Z,8339.4,45.594566,10792.24,,12,,388U,J,J,11000,70,11000,70,,GB,17188.22,84.845629,2799.44,3.34994
6600,MUC,DWC,2019-11-17T00:00:00.000Z,5608,39.51863,7312.24,,8,,388H,J,J,8000,40,8000,40,,GB,44004.53,92.32479,26636.59,29.68018
6600,LIS,DWC,2019-03-09T00:00:00.000Z,14331.25,60.112768,14577.5,,28,,77LJ,J,J,13000,60,28000,130,,TR,14327.23,58.08521,935.01,1.287485
6600,LIS,DWC,2019-08-06T00:00:00.000Z,21051.6,79.011637,21779.6,,21,,77WER,J,J,20000,100,25500,105,,TR,23922.3,97.030898,1613.76,1.998563
6600,LIS,DWC,2019-08-11T00:00:00.000Z,10624.7,70.481456,13127.22,,16,,77WER,J,J,20000,100,30000,130,,TR,24817.16,91.606587,3134.7,4.399401
6600,LIS,DWC,2021-01-17T00:00:00.000Z,32319.4,105.65549,33842,,17,,77WEJ,J,J,17000,90,60000,300,,TR,49158.65,124.804551,30242.28,36.420838
6600,LIS,DWC,2021-02-02T00:00:00.000Z,26641.4,100.343646,29580.5,,20,,77WEJ,J,J,17000,90,35000,200,,TR,42989.43,115.228383,25271.58,33.482515
6600,LIS,DWC,2021-02-27T00:00:00.000Z,29550.4,106.328608,30013,,44,,77WEJ,J,J,17000,90,80000,300,,TR,34589.86,99.071018,18602.34,28.037964
6600,PHX,DWC,2018-11-21T00:00:00.000Z,9791.2,42.107264,11067.23,,26,,77WEN,J,J,10000,90,18723.47,73.707725,,US,8723.47,73.707725,4960.91,9.107246
6600,PHX,DWC,2019-02-21T00:00:00.000Z,7468.48,42.307814,9319.2,,19,,77WEN,J,J,10000,90,22664.54,91.974132,,US,22664.54,91.974132,14340,25.988024
6600,PHX,DWC,2021-08-10T00:00:00.000Z,1200,9.596265,1599.5,,1,,77WEN,J,J,20000,100,30605.34,103.435749,,US,30605.34,103.435749,24341.73,48.513353
6600,DWC,ICN,2018-07-21T00:00:00.000Z,10200.15,54.678249,10935.45,,49,,388L,J,J,15000,60,20392.88,75.22,,AE,20392.88,75.22,1869.03,2.09
6600,DWC,ICN,2018-10-02T00:00:00.000Z,9532.69,51.536441,11223.76,,23,,388L,J,J,15000,60,20749.36,62,,AE,20749.36,72.493174,2387.52,2.799521
6600,DWC,ICN,2018-10-25T00:00:00.000Z,14065.09,67.984715,16734.76,,43,,388L,J,J,15000,60,32372.11,95.944192,,AE,32372.11,95.944192,13400.1,15.569461
6600,DWC,ICN,2019-03-22T00:00:00.000Z,7100.6,46.849573,8824.77,,34,,388L,J,J,15000,60,25506.8,89.100599,,AE,25506.8,89.100599,5916,6.682635
6600,DWC,ICN,2019-12-02T00:00:00.000Z,8157.7,53.517204,10476.5,,44,,388L,J,J,15000,60,32216.17,94.647725,,AE,32216.17,94.647725,12732.16,14.923114
6600,DWC,ICN,2020-03-12T00:00:00.000Z,21159.59,112.295796,26513.1,,72,,77WER,J,J,20000,100,42549.84,104,,AE,42549.84,123.276886,20960.44,23.954731
6600,DWC,ICN,2020-10-18T00:00:00.000Z,31525.83,113.927951,31960.033,,30,,77WER,J,J,20000,100,44733.11,121.547305,,AE,44733.11,121.547305,21902.4,27.679042
6600,DWC,ICN,2020-10-24T00:00:00.000Z,5855.04,27.03777467,6216.075,,17,,77WER,J,J,20000,100,46537.46,122.537425,,AE,46537.46,122.537425,24282.55,32.829641
6600,DWC,ICN,2021-03-25T00:00:00.000Z,15234.16,61.344949,16567.79,,34,,77WER,J,J,20000,100,44386.39,118.78503,,AE,44386.39,118.78503,7136.6,10.159281
6600,DWC,ICN,2021-06-18T00:00:00.000Z,19754.73,92.049327,22424.626,,51,,77WEP,J,J,20000,100,43668.53,121.908204,,AE,43668.53,121.908204,23560.33,32.337305
6600,DWC,ICN,2021-08-24T00:00:00.000Z,5750,48.832,8392,,4,,77WEN,J,J,20000,100,30000,120,,AE,,,,
6600,DWC,TRV,2018-06-18T00:00:00.000Z,365.4,2.730877,527,,5,,77WER,J,J,21000,120,30455.7,97.248862,,AE,30455.7,97.248862,12674.16,20.324311
6600,DWC,TRV,2018-10-19T00:00:00.000Z,101.3,0.793545,132.5,,2,,77WER,J,J,21000,120,41591.01,115.575749,,AE,41591.01,115.575749,23247.95,36.215269
6600,DWC,TRV,2018-11-21T00:00:00.000Z,291,1.636218,311,,3,,77WER,J,J,21000,120,41437.79,118.55988,,AE,41437.79,118.55988,21135.5,28.356287
6600,DWC,BOM,2018-09-17T00:00:00.000Z,5534.71,22.341729,5668,,20,,77WEJ,J,J,3000,30,17000,90,,AE,14291,89.826347,14539,22.868263
6600,DWC,BOM,2018-11-18T00:00:00.000Z,5660.46,27.7807,5747,,24,,77WEJ,J,J,3000,30,8438.04,72.503234,,AE,8438.04,72.503234,212.92,0.316886
6600,DWC,BOM,2019-01-19T00:00:00.000Z,8137.71,38.283274,8608.34,,38,,77WEJ,J,J,3000,30,11472.8,65.932934,,AE,11472.8,65.932934,0,0
6600,DWC,BOM,2019-11-05T00:00:00.000Z,12910.55,66.881712,13059.48,,36,,77WEJ,J,J,10000,60,13797.5,67.350299,,AE,13797.5,67.350299,652.5,1.032934
6600,DWC,BOM,2019-11-26T00:00:00.000Z,15729.36,79.925262,16903.26,,27,,77WER,J,J,13000,90,12894.12,81.348024,,AE,12894.12,81.348024,1955.52,3.086946
6600,DWC,BOM,2020-01-01T00:00:00.000Z,8469.3,49.40493,8489.3,,12,,77WEJ,J,J,10000,60,13358.3,67.648503,,AE,13358.3,67.648503,760.9,1.202994
