CNTRY_MCY_ID,CNTRY_OWNER_CARR_CODE,CNTRY_CNTRY_CODE,CNTRY_COMMNTY_CODE,CNTRY_RGN_ID,CNTRY_INACTIVE,CNTRY_DTL_ID,CNTRY_CREATED_DATE,CNTRY_CREATED_BY,CNTRY_MODIFIED_DATE,CNTRY_MODIFIED_BY,CNTRY_ISO_CNTRY_CODE,CNTRY_GST_APPL_IND,CNTRY_TAX_ID_LENGTH,CNTRY_CMRCL_RGN,CTY_CCY_ID,CTY_OWNR_CARR_CODE,CTY_CTY_CODE,CTY_CTY_NAME,CTY_MTY_ID,CTY_CITY_TYP,CTY_OFFLN_CTY_IND,CTY_REPORTING_CITY,CTY_SALES_LEVEL,CTY_ADRS_ID
296,EK,LK,,76,N,1480704,2005-10-18T09:54:39.000,S140475,2006-04-20T12:14:45.000,SYS_TEMP,,,,WSE,16483,EK,GOY,"GAL OYA, SRI LANKA",48,,N,,,
287,EK,ID,,76,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,20782,EK,OTI,"MOROTAI I., INDONESIA",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,18347,EK,JNA,"JANUARIA, BRAZIL",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,22259,EK,OUS,"OURINHOS, BRAZIL",48,,N,,,
487,EK,TO,,76,N,1480865,,,2006-04-20T12:44:58.000,SYS_TEMP,,,,,16085,EK,EUA,"EUA, TONGA",48,,N,,,
274,EK,BD,,76,N,1480660,2005-10-18T09:51:06.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,WSE,23718,EK,ZHM,"SHAMSHERNAGAR, BANGLADESH",48,,N,,,
599,EK,TL,,74,N,2352344908,2011-05-29T10:25:31.172,BERNASCHINA,,,,,,,26097,EK,VIQ,VIQUEQUE,48,,N,,,
328,EK,AR,,68,N,1480657,2005-10-20T09:00:55.000,S140475,2006-04-20T11:41:30.000,SYS_TEMP,,,,AMR,16557,EK,GGS,"GOBERNADOR GREGORES, ARGE",48,,N,,,
328,EK,AR,,68,N,1480657,2005-10-20T09:00:55.000,S140475,2006-04-20T11:41:30.000,SYS_TEMP,,,,AMR,28040,EK,CVI,CALETA OLIVIA,48,,N,,,
423,EK,LA,,76,N,1480704,,,2006-04-20T12:14:45.000,SYS_TEMP,,,,,26063,EK,VNG,VIENGXAY,48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,30946,EK,UZM,Hope Bay,48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,30839,EK,QJT,CDN CTO YVR,48,,N,,,
332,EK,CL,,68,N,1480663,2005-10-20T09:02:59.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,21930,EK,ZPC,"PUCON, CHILE",48,,N,,,
332,EK,CL,,68,N,1480663,2005-10-20T09:02:59.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,16157,EK,ESR,"EL SALVADOR, CHILE",48,,N,,,
301,EK,MY,,76,N,1480722,2005-10-18T09:58:04.000,S140475,2006-04-20T12:18:30.000,SYS_TEMP,,,,FEA,30734,EK,LKH,Long Akah,48,,N,,,
301,EK,MY,,76,N,1480722,2005-10-18T09:58:04.000,S140475,2006-04-20T12:18:30.000,SYS_TEMP,,,,FEA,17853,EK,KGU,"KENINGAU, MALAYSIA",48,,N,,,
333,EK,CO,,68,N,1480663,2005-10-20T09:03:29.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,,22124,EK,SJR,"SAN JUAN DE URABA, COLOMB",48,,N,,,
333,EK,CO,,68,N,1480663,2005-10-20T09:03:29.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,,16158,EK,TBD,"EL TAMBO/PIENDAMO, COLOMB",48,,N,,,
283,EK,GB,,71,N,1480684,2005-10-18T09:53:24.000,S140475,2006-04-20T12:08:53.000,SYS_TEMP,,,,EUR,17961,EK,HEN,HENDON,48,,N,,,
292,EK,JP,,75,N,1480700,2005-10-18T09:54:39.000,S140475,2006-04-20T12:12:16.000,SYS_TEMP,,,,FEA,19527,EK,MMB,"MEMANBETSU, JAPAN",48,,N,,,
390,EK,FK,,68,N,1480679,,,2006-04-20T12:03:43.000,SYS_TEMP,,,,,20946,EK,MPN,"MT. PLEASANT, FALKLAND IS",48,,N,,,
305,EK,PH,,76,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,WSE,28965,EK,OZC,"OZAMIS CITY, PHILIPPINES",48,,N,,,
408,EK,HR,,73,N,1480686,,,2006-04-20T12:10:15.000,SYS_TEMP,,,,EUR,28623,EK,BWK,BOL,48,,N,,,
505,EK,ZM,,70,N,1480902,,,2006-04-20T12:52:03.000,SYS_TEMP,,,,AFR,20553,EK,MFU,"MFUWE, ZAMBIA",48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,26120,EK,VVO,"VLADIVOSTOK, RUSSIA (ASIA",48,,N,,,
393,EK,GA,,70,N,1480684,,,2006-04-20T12:08:53.000,SYS_TEMP,,,,,19430,EK,MDV,"MEDOUNEU, GABON",48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,21965,EK,SCX,"SALINA CRUZ, MEXICO",48,,N,,,
284,EK,FR,,71,N,1480679,2005-10-18T09:53:24.000,S140475,2006-04-20T12:03:43.000,SYS_TEMP,,,,EUR,18091,EK,XYL,LYON PERRACHE  FR,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24817,EK,FSG,"SOUTH TULSA, OKLAHOMA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,28265,EK,BDR,BRIDGEPORT,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,27683,EK,AST,"ASTORIA/SEASIDE, OREGON",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,17554,EK,FTT,ELTON HENSLEY MEMORIAL MO,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,30965,EK,WIB,Vernon,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,17827,EK,CKA,KEGELMAN AF AUX FIELD KAN,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,26310,EK,AIK,"AIKEN, SOUTH CAROLINA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19721,EK,APT,JASPER,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24308,EK,TLH,TALLAHASSE,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,27023,EK,WOG,"WOODGREEN, AUSTRALIA",48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,16591,EK,GEW,"GEWOYA, PAPUA NEW GUINEA",48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,15109,EK,DOS,DIOS,48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,19288,EK,LAE,"NADZAB, PAPUA NEW GUINEA",48,,N,,,
293,EK,KE,,70,N,1480702,2005-10-18T09:54:39.000,S140475,2006-04-20T12:13:38.000,SYS_TEMP,,,,AFR,30689,EK,JJM,Meru-Kinna,48,,N,,,
278,EK,DE,,71,N,1480666,2005-10-18T09:52:23.000,S140475,2006-04-20T11:57:32.000,SYS_TEMP,,,,EUR,29511,EK,QWU,Wuerzburg,48,,Y,MUC,,
287,EK,ID,,76,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,24360,EK,TJS,"TANJUNGSELOR, INDONESIA",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,23145,EK,RIG,RIO GRANDE,48,,N,,,
325,EK,TR,,72,N,1480865,2005-10-18T11:51:59.000,S140475,2006-04-20T12:44:58.000,SYS_TEMP,,,,EUR,20215,EK,ASR,"KAYSERI, TURKEY",48,,N,,,
275,EK,CH,,71,N,1480663,2005-10-18T09:51:06.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,EUR,23891,EK,BRN,"BERNE, SWITZERLAND",48,,N,,,
412,EK,IR,,69,N,1480689,,,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,30051,EK,PGU,Asaloyeh,48,,N,,,
316,EK,TZ,,70,N,1480865,2005-10-18T10:01:07.000,S140475,2006-04-20T12:44:58.000,SYS_TEMP,,,,AFR,20954,EK,MYW,"MTWARA, TANZANIA",48,,N,,,
430,EK,MC,,71,N,1480706,,,2006-04-20T12:16:16.000,SYS_TEMP,,,,,20604,EK,MCM,"MONTE CARLO, MONACO",48,,N,,,
304,EK,NP,,76,N,1480748,2005-10-18T09:59:13.000,S140475,2006-04-20T12:23:20.000,SYS_TEMP,,,,WSE,23916,EK,BWA,"BHAIRAWA, NEPAL",48,,N,,,
328,EK,AR,,68,N,1480657,2005-10-20T09:00:55.000,S140475,2006-04-20T11:41:30.000,SYS_TEMP,,,,AMR,22024,EK,SDE,"SANTIAGO DEL ESTERO, ARGE",48,,N,,,
368,EK,CG,,70,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,,28821,EK,BZV,"BRAZZAVILLE, CONGO REPUBL",48,,N,,,
423,EK,LA,,76,N,1480704,,,2006-04-20T12:14:45.000,SYS_TEMP,,,,,22112,EK,ZBY,"SAYABOURY, LAOS",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,15623,EK,YZX,"GREENWOOD, NOVA SCOTIA CA",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,17436,EK,YBC,"BAIE COMEAU, QUEBEC, CANA",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,20338,EK,YZC,"BEATTON RIVER, B.C., CANA",48,,N,,,
306,EK,PK,,73,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,WSE,21274,EK,WNS,"NAWAB SHAH, PAKISTAN",48,,N,,,
557,EK,ME,,73,N,125950399,2007-02-26T13:52:45.379,BERNASCHINA,,,,,,,25467,EK,TIV,TIVAT,48,,N,,,
333,EK,CO,,68,N,1480663,2005-10-20T09:03:29.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,,28489,EK,CTG,"CARTAGENA, COLOMBIA",48,,N,,,
333,EK,CO,,68,N,1480663,2005-10-20T09:03:29.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,,19418,EK,MDE,MEDELLIN,48,,N,,,
323,EK,NL,,71,N,1480748,2005-10-18T10:26:17.000,S140475,2006-04-20T12:23:20.000,SYS_TEMP,,,,EUR,27541,EK,LEY,"LELYSTAD, THE NETHERLANDS",48,,N,,,
303,EK,NZ,,74,N,1480748,2005-10-18T09:59:13.000,S140475,2006-04-20T12:23:20.000,SYS_TEMP,,,,FEA,15866,EK,WHO,FRANZ JOSEF,48,,N,,,
491,EK,UA,,73,N,1480883,,,2006-04-20T12:47:29.000,SYS_TEMP,,,,,27686,EK,DNK,"DNEPROPETROVSK, UKRAINE",48,,N,,,
290,EK,IT,,73,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,EUR,28541,EK,CTA,CATANIA,48,,N,,,
371,EK,CM,,70,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AFR,19863,EK,KOB,"KOUTABA, CAMEROON",48,,N,,,
426,EK,LR,,70,N,18682039345,,,2018-07-22T11:52:21.834,BERNASCHINA2,LBR,N,,AFR,29114,EK,RVC,"RIVERCESS, LIBERIA",48,,N,,,
289,EK,IN,,76,N,18382721767,2005-10-18T09:54:39.000,S140475,2018-06-26T17:07:15.291,S409211,IND,Y,15,WSE,15553,EK,DAE,"DAPARIZO, INDIA",48,,N,,,
372,EK,CR,,68,N,18681992891,,,2018-07-22T11:46:51.100,BERNASCHINA2,CRI,N,,AMR,30565,EK,DRK,Drake Bay,48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,24673,EK,LNX,"SMOLENSK, RUSSIA",48,,N,,,
393,EK,GA,,70,N,1480684,,,2006-04-20T12:08:53.000,SYS_TEMP,,,,,20810,EK,MJL,"MOUILA, GABON",48,,N,,,
338,EK,AF,,76,N,1480657,2005-10-20T09:37:57.000,S140475,2006-04-20T11:41:30.000,SYS_TEMP,,,,,30576,EK,DWR,Dwyer,48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,22141,EK,PAZ,"POZA RICA, MEXICO",48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,26705,EK,CVM,CIUDAD VICTORIA MX,48,,N,,,
284,EK,FR,,71,N,1480679,2005-10-18T09:53:24.000,S140475,2006-04-20T12:03:43.000,SYS_TEMP,,,,EUR,27670,EK,CCF,"CARCASSONNE, FRANCE",48,,N,,,
300,EK,MV,,76,N,1480722,2005-10-18T09:56:41.000,S140475,2006-04-20T12:18:30.000,SYS_TEMP,,,,WSE,17807,EK,KDO,KAADEDHDHOO,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,28504,EK,CGZ,"CASA GRANDE, ARIZONA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,28402,EK,CCY,"CHARLES CITY (MUNI.), IOW",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,16015,EK,EDA,"EDNA BAY, ALASKA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24845,EK,CMY,SPARTA/FT. MCCOY AAF WISC,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15995,EK,SUU,FAIRFIELD,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,21900,EK,ZZR,PRINCETON P JCT TRN,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15391,EK,AID,ANDERSON INDIANA,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,22619,EK,PJS,PORT SAN JUAN,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,25819,EK,UGS,UGSNOKLE/PORTAGE CREEK,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19171,EK,LAX,LOS ANGELES,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,17597,EK,FBL,"FARIBAULT, MINNESOTA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15966,EK,FIC,"FIRE COVE, ALASKA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,27185,EK,BLM,"ALLAIRE, NEW JERSEY",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,23618,EK,GIC,BOIGU ISLAND,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,28066,EK,CDU,"CAMDEN, NEW S. WALES AUST",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,14709,EK,BNE,BRISBANE,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,19456,EK,MCY,"MAROOCHYDORE, QLND, AUSTR",48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,23605,EK,BNM,BODINUMU,48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,24018,EK,TBA,"TABIBUGA, PAPUA NEW GUINE",48,,N,,,
293,EK,KE,,70,N,1480702,2005-10-18T09:54:39.000,S140475,2006-04-20T12:13:38.000,SYS_TEMP,,,,AFR,21399,EK,NZO,"NZOIA, KENYA",48,,N,,,
278,EK,DE,,71,N,1480666,2005-10-18T09:52:23.000,S140475,2006-04-20T11:57:32.000,SYS_TEMP,,,,EUR,22342,EK,PEF,PEENEMUENDE,48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,28537,EK,TLZ,CATALAO,48,,N,,,
274,EK,BD,,76,N,1480660,2005-10-18T09:51:06.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,WSE,23550,EK,SDW,"SANDWIP, BANGLADESH",48,,N,,,
406,EK,GY,,68,N,18682017504,,,2018-07-22T11:50:00.512,BERNASCHINA2,GUY,N,,AMR,29062,EK,BCG,"BEMICHI, GUYANA",48,,N,,,
413,EK,IS,,73,N,1480689,,,2006-04-20T12:11:40.000,SYS_TEMP,,,,,25097,EK,THO,"THORSHOFN, ICELAND",48,,N,,,
413,EK,IS,,73,N,1480689,,,2006-04-20T12:11:40.000,SYS_TEMP,,,,,25515,EK,SIJ,"SIGLUFJORDUR, ICELAND",48,,N,,,
370,EK,CK,,76,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,,19713,EK,MUK,"MAUKE, COOK IS., S. PACIF",48,,N,,,
407,EK,HN,,68,N,18682017504,,,2018-07-22T11:50:23.319,BERNASCHINA2,HND,N,,AMR,23417,EK,SET,"SAN ESTEBAN, HONDURAS",48,,N,,,
446,EK,MZ,,70,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,,28792,EK,VJB,"XAI XAI, MOZAMBIQUE",48,,N,,,
276,EK,CN,,76,N,1480663,2005-10-18T09:52:23.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,FEA,25199,EK,WNZ,"WENZHOU, CHINA",48,,N,,,
328,EK,AR,,68,N,1480657,2005-10-20T09:00:55.000,S140475,2006-04-20T11:41:30.000,SYS_TEMP,,,,AMR,23146,EK,RHD,"RIO HONDO, ARGENTINA",48,,N,,,
375,EK,CV,,70,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,,20803,EK,MTI,"MOSTEIROS, CAPE VERDE ISL",48,,N,,,
500,EK,VU,,76,N,1480887,,,2006-04-20T12:48:54.000,SYS_TEMP,,,,,27577,EK,LOD,"LONGANA, VANUATU",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,24940,EK,XDY,SUDBURY JCT RR ST,48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,20314,EK,YAD,"MOOSE LAKE, MANITOBA, CAN",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,23959,EK,YTL,"BIG TROUT LAKE, ONTARIO C",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,21480,EK,YOS,"OWEN SOUND, ONTARIO, CANA",48,,N,,,
306,EK,PK,,73,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,WSE,16851,EK,GRT,"GUJRAT, PAKISTAN",48,,N,,,
333,EK,CO,,68,N,1480663,2005-10-20T09:03:29.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,,18573,EK,LPE,"LA PRIMAVERA, COLOMBIA",48,,N,,,
429,EK,LV,,73,N,1480704,,,2006-04-20T12:14:45.000,SYS_TEMP,,,,,22798,EK,RIX,RIGA,48,,N,,,
283,EK,GB,,71,N,1480684,2005-10-18T09:53:24.000,S140475,2006-04-20T12:08:53.000,SYS_TEMP,,,,EUR,23868,EK,BLK,"BLACKPOOL, ENGLAND",48,,N,,,
355,EK,BJ,,70,N,1480660,,,2006-04-20T11:47:59.000,SYS_TEMP,,,,,20409,EK,PKO,"PARAKOU, BENIN",48,,N,,,
334,EK,SE,,71,N,1480800,2005-10-20T09:05:41.000,S140475,2006-04-20T12:33:28.000,SYS_TEMP,,,,EUR,16492,EK,GEV,"GALLIVARE, SWEDEN",48,,N,,,
433,EK,MH,,76,N,1480706,,,2006-04-20T12:16:16.000,SYS_TEMP,,,,,27083,EK,AIC,"AIROK, MARSHALL ISLANDS",48,,N,,,
305,EK,PH,,76,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,WSE,27608,EK,WNP,"NAGA, PHILIPPINES",48,,N,,,
289,EK,IN,,76,N,18382721767,2005-10-18T09:54:39.000,S140475,2018-06-26T17:07:15.291,S409211,IND,Y,15,WSE,21795,EK,PBD,"PORBANDAR, INDIA",48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,25797,EK,TJM,TYUMEN,48,,N,,,
297,EK,MA,,73,N,1480706,2005-10-18T09:54:39.000,S140475,2006-04-20T12:16:16.000,SYS_TEMP,,,,AFR,20514,EK,OUD,OUJDA MA,48,,N,,,
284,EK,FR,,71,N,1480679,2005-10-18T09:53:24.000,S140475,2006-04-20T12:03:43.000,SYS_TEMP,,,,EUR,20823,EK,MPL,MONTPELLIER ,48,,N,,,
366,EK,CD,,70,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,,28946,EK,BAN,BASONGO,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24985,EK,XVJ,STEVENAGE RR STN,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24225,EK,CEF,WESTOVER AFB,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15075,EK,DOV,DOVER AFB,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,30448,EK,AHM,Ashland,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24398,EK,MMS,"SELFS FLD, MARKS, MISSISS",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,25287,EK,TVF,THIEF RIVER FALLS,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,28424,EK,CHA,CHATTANOOGA,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,27005,EK,WOL,"WOLLONGONG, N.S.W., AUSTR",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,18506,EK,KQB,"KOONIBBA, S. AUSTRALIA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,30977,EK,WUI,Murrin Murrin,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,22750,EK,SIX,"SINGLETON, N.S.W., AUSTRA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,23273,EK,ROH,"ROBINHOOD, QLD., AUSTRALI",48,,N,,,
456,EK,PE,,68,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,18127,EK,MFT,MACHU PICCHU   PE,48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,17028,EK,IDN,"INDAGEN, PAPUA NEW GUINEA",48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,16798,EK,GOC,"GORA, PAPUA NEW GUINEA",48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,24251,EK,TRJ,TARAKBITS,48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,19011,EK,LNQ,"LOANI, PAPUA NEW GUINEA",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,22392,EK,PTO,"PATO BRANCO, BRAZIL",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,22093,EK,IDO,"SANTA ISABEL DO MORRO, BR",48,,N,,,
275,EK,CH,,71,N,1480663,2005-10-18T09:51:06.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,EUR,18041,EK,LUG,LUGANO,48,,N,,,
