CNTRY_MCY_ID,CNTRY_OWNER_CARR_CODE,CNTRY_CNTRY_CODE,CNTRY_COMMNTY_CODE,CNTRY_RGN_ID,CNTRY_INACTIVE,CNTRY_DTL_ID,CNTRY_CREATED_DATE,CNTRY_CREATED_BY,CNTRY_MODIFIED_DATE,CNTRY_MODIFIED_BY,CNTRY_ISO_CNTRY_CODE,CNTRY_GST_APPL_IND,CNTRY_TAX_ID_LENGTH,CNTRY_CMRCL_RGN,CTY_CCY_ID,CTY_OWNR_CARR_CODE,CTY_CTY_CODE,CTY_CTY_NAME,CTY_MTY_ID,CTY_CITY_TYP,CTY_OFFLN_CTY_IND,CTY_REPORTING_CITY,CTY_SALES_LEVEL,CTY_ADRS_ID
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,26936,EK,CME,"CIUDAD DEL CARMEN, MEXICO",48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,17665,EK,ESE,"ENSENADA, MEXICO",48,,N,,,
291,EK,JO,,69,N,1480700,2005-10-18T09:54:39.000,S140475,2006-04-20T12:12:16.000,SYS_TEMP,,,,MEG,18099,EK,MPQ,"MAAN, JORDAN",48,,N,,,
284,EK,FR,,71,N,1480679,2005-10-18T09:53:24.000,S140475,2006-04-20T12:03:43.000,SYS_TEMP,,,,EUR,28418,EK,CHR,CHATEAUROUX,48,,N,,,
387,EK,ET,,70,N,1480668,,,2006-04-20T11:58:39.000,SYS_TEMP,,,,AFR,18945,EK,LLI,"LALIBELLA, ETHIOPIA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,25791,EK,TYR,TYLER,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,27135,EK,ALS,ALAMOSA,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,25342,EK,MQW,MC RAE,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15724,EK,HVR,HAVRE,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,17558,EK,LYU,"ELY, MINNESOTA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,18108,EK,LOY,LOYANGALANI,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,21963,EK,SLT,"SALIDA, COLORADO",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,26951,EK,CHK,CHICKASHA,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24474,EK,BID,BLOCK ISLAND,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,25106,EK,HAI,"THREE RIVERS/HAINES, MICH",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19059,EK,LEB,LEBANON-WHITE RIVER JCT,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19395,EK,MXA,MANILA MUNI ARKANSAS,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,28073,EK,CFI,"CAMFIELD, N.T., AUSTRALIA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,20894,EK,QRX,NAROOMA,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,25736,EK,BLS,"BOLLON, QLD., AUSTRALIA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,20955,EK,MUQ,"MUCCAN, AUSTRALIA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,23038,EK,UEE,"QUEENSTOWN, TASMANIA AUST",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,27046,EK,NTL,NEWCASTLE,48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,19108,EK,LNG,"LESE, PAPUA NEW GUINEA",48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,18404,EK,KDP,"KANDEP, PAPUA NEW GUINEA",48,,N,,,
469,EK,SI,,73,N,1480800,,,2006-04-20T12:33:28.000,SYS_TEMP,,,,,22655,EK,POW,"PORTOROZ, SLOVENIA",48,,N,,,
287,EK,ID,,76,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,24441,EK,ZRI,"SERUI, INDONESIA",48,,N,,,
287,EK,ID,,76,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,23924,EK,BIK,"BIAK, INDONESIA",48,,N,,,
287,EK,ID,,76,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,20852,EK,MOH,MOROWALI,48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,15162,EK,DNO,"DIANOPOLIS, BRAZIL",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,25806,EK,UBA,"UBERABA, BRAZIL",48,,N,,,
406,EK,GY,,68,N,18682017504,,,2018-07-22T11:50:00.512,BERNASCHINA2,GUY,N,,AMR,22678,EK,PIQ,PIPILLIPAI,48,,N,,,
412,EK,IR,,69,N,1480689,,,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,20210,EK,KHD,KHORRAMABAD,48,,N,,,
320,EK,YE,,69,N,1480897,2005-10-18T10:01:41.000,S140475,2006-04-20T12:50:59.000,SYS_TEMP,,,,,28692,EK,AJO,ALJOUF,48,,N,,,
407,EK,HN,,68,N,18682017504,,,2018-07-22T11:50:23.319,BERNASCHINA2,HND,N,,AMR,28547,EK,CDD,CAUQUIRA,48,,N,,,
446,EK,MZ,,70,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,,20612,EK,MTU,"MONTEPUEZ, MOZAMBIQUE",48,,N,,,
276,EK,CN,,76,N,1480663,2005-10-18T09:52:23.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,FEA,19336,EK,NTG,"NANTONG, CHINA",48,,N,,,
276,EK,CN,,76,N,1480663,2005-10-18T09:52:23.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,FEA,30682,EK,JGD,Jiagedaqi,48,,N,,,
307,EK,PT,,73,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,EUR,22549,EK,PIX,"PICO ISLAND, AZORES, PORT",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,24983,EK,AVS,"STETTLER, ALBERTA CANADA",48,,N,,,
332,EK,CL,,68,N,1480663,2005-10-20T09:02:59.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,28033,EK,CJC,"CALAMA, CHILE",48,,N,,,
467,EK,SB,,74,N,1480800,,,2006-04-20T12:33:28.000,SYS_TEMP,,,,,23193,EK,RBV,RAMATA,48,,N,,,
383,EK,EC,,68,N,1480668,,,2006-04-20T11:58:39.000,SYS_TEMP,,,,AMR,24939,EK,SUQ,"SUCUA, ECUADOR",48,,N,,,
435,EK,ML,,70,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,,17852,EK,KNZ,"KENIEBA, MALI",48,,N,,,
334,EK,SE,,71,N,1480800,2005-10-20T09:05:41.000,S140475,2006-04-20T12:33:28.000,SYS_TEMP,,,,EUR,24925,EK,MMA,MALMO ,48,,N,,,
506,EK,ZR,,70,Y,1480902,,,2006-04-20T12:52:03.000,SYS_TEMP,,,,,,,,,,,,,,
305,EK,PH,,76,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,WSE,20040,EK,MBO,"MAMBURAO, PHILIPPINES",48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,30905,EK,THX,Turukhansk,48,,N,,,
393,EK,GA,,70,N,1480684,,,2006-04-20T12:08:53.000,SYS_TEMP,,,,,28621,EK,BGB,"BOOUE, GABON",48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,22674,EK,PNO,"PINOTEPA, MEXICO",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,22277,EK,PJY,PINCKNEYVILLE,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,22854,EK,SGU,ST GEORGE,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,27842,EK,HAW,HAVERFORDWEST,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,23222,EK,ROX,"ROSEAU, MINNESOTA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,20428,EK,PKD,"PARK RAPIDS, MINNESOTA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,23029,EK,NYG,"QUANTICO MCAF, VIRGINIA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15617,EK,GSP,GREENVILLE SPARTANBURG,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,22949,EK,RGK,RED WING ,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19477,EK,MIW,MARSHALLTOWN,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,26994,EK,HHI,"WHEELER AFB, PEARL HBR HA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,20363,EK,ONN,ONION BAY,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,17504,EK,HDI,CLEVELAND,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,21030,EK,OTH,NORTH BEND-COOS BAY,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,16270,EK,FMS,"FORT MADISON, IOWA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,30393,EK,HPV,Hanalei,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,18605,EK,EOK,"KEOKUK, IOWA",48,,N,,,
416,EK,KH,,76,N,1480702,,,2006-04-20T12:13:38.000,SYS_TEMP,,,,FEA,18782,EK,KZD,"KRAKOR, DEMOCRATIC KAMPUC",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,19982,EK,MTL,"MAITLAND, N.S.W., AUSTRAL",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,18809,EK,KGR,"KULGERA, NT, AUSTRALIA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,20150,EK,KBJ,KINGS CANYON,48,,N,,,
458,EK,PG,,74,N,1480762,,,2006-04-20T12:26:54.000,SYS_TEMP,,,,,25065,EK,SUZ,SURIA,48,,N,,,
278,EK,DE,,71,N,1480666,2005-10-18T09:52:23.000,S140475,2006-04-20T11:57:32.000,SYS_TEMP,,,,EUR,17713,EK,KLT,KAISERSLAUTERN RR,48,,N,,,
278,EK,DE,,71,N,1480666,2005-10-18T09:52:23.000,S140475,2006-04-20T11:57:32.000,SYS_TEMP,,,,EUR,21138,EK,QKU,"NR. DUESSELDORF (RAIL), G",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,15679,EK,GDP,GUADALUPE,48,,N,,,
427,EK,LS,,70,N,1480704,,,2006-04-20T12:14:45.000,SYS_TEMP,,,,,24130,EK,THB,THABA TSEKA,48,,N,,,
417,EK,KI,,76,N,1480702,,,2006-04-20T12:13:38.000,SYS_TEMP,,,,,19610,EK,MZK,"MARAKEI, GILBERT IS., S.",48,,N,,,
496,EK,VE,,68,N,1480887,,,2006-04-20T12:48:54.000,SYS_TEMP,,,,,27336,EK,CZE,"CORO, VENEZUELA",48,,N,,,
389,EK,FJ,,74,N,1480679,,,2006-04-20T12:03:43.000,SYS_TEMP,,,,,18402,EK,KDV,"KANAVA, FIJI",48,,N,,,
446,EK,MZ,,70,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,,20073,EK,MFW,MAGARUQUE,48,,N,,,
276,EK,CN,,76,N,1480663,2005-10-18T09:52:23.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,FEA,18074,EK,LUM,"LUXI, CHINA",48,,N,,,
304,EK,NP,,76,N,1480748,2005-10-18T09:59:13.000,S140475,2006-04-20T12:23:20.000,SYS_TEMP,,,,WSE,14724,EK,KTM,KATHMANDU NEPAL,48,,N,DAC,,
307,EK,PT,,73,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,EUR,30531,EK,BYJ,Beja,48,,N,,,
328,EK,AR,,68,N,1480657,2005-10-20T09:00:55.000,S140475,2006-04-20T11:41:30.000,SYS_TEMP,,,,AMR,30588,EK,EPA,El Palomar,48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,29090,EK,XQU,"QUALICUM BEACH, B.C. CANA",48,,N,,,
332,EK,CL,,68,N,1480663,2005-10-20T09:02:59.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,25355,EK,ZCO,"TEMUCO, CHILE",48,,N,,,
301,EK,MY,,76,N,1480722,2005-10-18T09:58:04.000,S140475,2006-04-20T12:18:30.000,SYS_TEMP,,,,FEA,25390,EK,TMG,"TOMANGGONG, MALAYSIA",48,,N,,,
333,EK,CO,,68,N,1480663,2005-10-20T09:03:29.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,,28110,EK,BGA,"BUCARAMANGA, COLOMBIA",48,,N,,,
337,EK,IQ,,69,N,1480689,2005-10-20T09:37:24.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,MEG,20186,EK,KIK,"KIRKUK, IRAQ",48,,N,,,
429,EK,LV,,73,N,1480704,,,2006-04-20T12:14:45.000,SYS_TEMP,,,,,19238,EK,LPX,"LIEPAJA, LATVIA",48,,N,,,
283,EK,GB,,71,N,1480684,2005-10-18T09:53:24.000,S140475,2006-04-20T12:08:53.000,SYS_TEMP,,,,EUR,18086,EK,LYE,"LYNEHAM AB, WILTSHIRE ENG",48,,N,,,
283,EK,GB,,71,N,1480684,2005-10-18T09:53:24.000,S140475,2006-04-20T12:08:53.000,SYS_TEMP,,,,EUR,19911,EK,LCY,"LONDON CITY, GREAT BRITAI",48,,N,,,
491,EK,UA,,73,N,1480883,,,2006-04-20T12:47:29.000,SYS_TEMP,,,,,21460,EK,ODS,"ODESSA, UKRAINE",48,,N,,,
334,EK,SE,,71,N,1480800,2005-10-20T09:05:41.000,S140475,2006-04-20T12:33:28.000,SYS_TEMP,,,,EUR,18050,EK,LLA,"LULEA, SWEDEN",48,,N,,,
289,EK,IN,,76,N,18382721767,2005-10-18T09:54:39.000,S140475,2018-06-26T17:07:15.291,S409211,IND,Y,15,WSE,17100,EK,HBX,"HUBLI-DHARWAR, INDIA",48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,30555,EK,DEE,Yuzhno-Kurilsk,48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,29060,EK,BCX,BELORECK,48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,15667,EK,GRV,"GROZNYY, RUSSIA",48,,N,,,
393,EK,GA,,70,N,1480684,,,2006-04-20T12:08:53.000,SYS_TEMP,,,,,19999,EK,MKU,"MAKOKOU, GABON",48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,21824,EK,PVR,PUERTO VALLARTA,48,,N,,,
284,EK,FR,,71,N,1480679,2005-10-18T09:53:24.000,S140475,2006-04-20T12:03:43.000,SYS_TEMP,,,,EUR,17374,EK,AUF,"AUXERRE, FRANCE",48,,N,,,
284,EK,FR,,71,N,1480679,2005-10-18T09:53:24.000,S140475,2006-04-20T12:03:43.000,SYS_TEMP,,,,EUR,23914,EK,BZR,"BEZIERS, FRANCE",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,25030,EK,LTW,"ST. MARYS CTY, MARYLAND",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15798,EK,HTO,EAST HAMPTON,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19459,EK,MQT,MARQUETTE,48,,Y,NYC,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24510,EK,WWA,"WASILLA, ALASKA",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15987,EK,FLG,FLAGSTAFF,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,24987,EK,SVS,STEVENS VILLAGE,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,18678,EK,KKK,KALAKAKET,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,27045,EK,IPT,WILLIAMSPORT,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15685,EK,OTN,GREEN ILLINOIS,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,18964,EK,LFT,LAFAYETTE,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,23195,EK,RIU,RANCHO MURIETA,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,20822,EK,GSN,MOUNT GUNSON,48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,19080,EK,LER,"LEINSTER, WESTERN AUSTRAL",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,21411,EK,OKY,"OAKEY, AUSTRALIA",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,20950,EK,UDA,"MT. SURPRISE (?), QLND AU",48,,N,,,
273,EK,AU,,74,N,1480657,2005-10-18T09:50:16.000,S140475,2006-04-20T11:41:31.000,SYS_TEMP,,,,FEA,20746,EK,MOV,"MORANBAH, QLD., AUSTRALIA",48,,N,,,
287,EK,ID,,76,N,1480689,2005-10-18T09:54:39.000,S140475,2006-04-20T12:11:40.000,SYS_TEMP,,,,WSE,24409,EK,SRG,"SEMARANG, INDONESIA",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,18113,EK,MEA,"MACAE, BRAZIL",48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,15394,EK,APU,APUCARANA,48,,N,,,
330,EK,BR,,68,N,1480660,2005-10-20T09:01:21.000,S140475,2006-04-20T11:47:59.000,SYS_TEMP,,,,AMR,23602,EK,BCR,"BOCA DO ACRE, BRAZIL",48,,N,,,
447,EK,NA,,70,N,1480743,,,2006-04-20T12:22:28.000,SYS_TEMP,,,,,19321,EK,NNI,"NAMUTONI, NAMIBIA",48,,N,,,
276,EK,CN,,76,N,1480663,2005-10-18T09:52:23.000,S140475,2006-04-20T11:56:21.000,SYS_TEMP,,,,FEA,30743,EK,LNJ,Lincang,48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,15725,EK,YGV,"HAVRE ST. PIERRE,QUEBEC,C",48,,N,,,
364,EK,CA,,68,N,1480663,,,2006-04-20T11:56:21.000,SYS_TEMP,,,,AMR,21130,EK,YVQ,NORMAN WELLS,48,,N,,,
452,EK,NO,,71,N,1480748,,,2006-04-20T12:23:20.000,SYS_TEMP,,,,EUR,24890,EK,SKN,"STOKMARKNES, NORWAY",48,,N,,,
467,EK,SB,,74,N,1480800,,,2006-04-20T12:33:28.000,SYS_TEMP,,,,,20100,EK,VEV,"BARAKOMA, SOLOMON ISLANDS",48,,N,,,
283,EK,GB,,71,N,1480684,2005-10-18T09:53:24.000,S140475,2006-04-20T12:08:53.000,SYS_TEMP,,,,EUR,29266,EK,WIC,"WICK, SCOTLAND",48,,N,,,
292,EK,JP,,75,N,1480700,2005-10-18T09:54:39.000,S140475,2006-04-20T12:12:16.000,SYS_TEMP,,,,FEA,14913,EK,AKJ,"ASAHIKAWA, JAPAN",48,,N,,,
465,EK,RO,,73,N,1480790,,,2006-04-20T12:29:04.000,SYS_TEMP,,,,,22073,EK,SUJ,"SATU MARE, ROMANIA",48,,N,,,
305,EK,PH,,76,N,1480762,2005-10-18T10:01:07.000,S140475,2006-04-20T12:26:54.000,SYS_TEMP,,,,WSE,30747,EK,LWA,Lebak,48,,N,,,
314,EK,TH,,76,N,1480865,2005-10-18T10:01:07.000,S140475,2006-04-20T12:44:58.000,SYS_TEMP,,,,WSE,30701,EK,KDT,Kamphaeng Saen,48,,N,,,
289,EK,IN,,76,N,18382721767,2005-10-18T09:54:39.000,S140475,2018-06-26T17:07:15.291,S409211,IND,Y,15,WSE,29103,EK,IXR,"RANCHI, INDIA",48,,N,,,
475,EK,SR,,68,N,1480800,,,2006-04-20T12:33:28.000,SYS_TEMP,,,,,27685,EK,DOE,DJOEMOE,48,,N,,,
475,EK,SR,,68,N,1480800,,,2006-04-20T12:33:28.000,SYS_TEMP,,,,,17144,EK,OEM,"INTELEWA, SURINAME",48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,21920,EK,PVS,"PROVIDENIYA, CHUKCHI, RUS",48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,26149,EK,URJ,URAJ,48,,N,,,
310,EK,RU,,73,N,1480790,2005-10-18T10:01:07.000,S140475,2006-04-20T12:29:04.000,SYS_TEMP,,,,EUR,26130,EK,VKT,VORKUTA,48,,N,,,
393,EK,GA,,70,N,1480684,,,2006-04-20T12:08:53.000,SYS_TEMP,,,,,21566,EK,OKN,"OKONDJA, GABON",48,,N,,,
445,EK,MX,,68,N,1480722,,,2006-04-20T12:18:30.000,SYS_TEMP,,,,AMR,22888,EK,PXM,"PUERTO ESCONDIDO, MEXICO",48,,N,,,
291,EK,JO,,69,N,1480700,2005-10-18T09:54:39.000,S140475,2006-04-20T12:12:16.000,SYS_TEMP,,,,MEG,20070,EK,OMF,"MAFRAQ, JORDAN",48,,N,,,
354,EK,BI,,70,N,18681952182,,,2018-07-22T11:42:02.053,BERNASCHINA2,BDI,N,,AFR,16507,EK,GID,"GITEGA, BURUNDI",48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,27520,EK,ILE,KILLEEN,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,19631,EK,MAI,MARIANNA MUNI GEORGIA,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,15228,EK,WDB,DEEP BAY,48,,N,,,
317,EK,US,,68,N,1480883,2005-10-18T10:01:07.000,S140475,2006-04-20T12:47:29.000,SYS_TEMP,,,,AMR,18200,EK,ITH,ITHACA-CORTLAND,48,,N,,,
