,Unnamed: 0,SCH_DEP_DATE,BKD_WT_sum,BKD_VOL_sum,CHG_WT_BU_sum,AC_CGO_WT_BU,AC_CGO_VOL_BU,CMRCL_CGO_WT_BU,CMRCL_CGO_VOL_BU,NOOP_CAN_IND,EST_CGO_PLOD_WT_BU,EST_CGO_PLOD_VOL_BU,ORG_AIRPORT_CODE,ORG_AIRPORT_NAME,ORG_CNTRY_NAME,ORG_REGION_NAME,DST_AIRPORT_CODE,DST_AIRPORT_NAME,DST_CNTRY_NAME,DST_REGION_NAME,org_hday_flg,dst_hday_flg,EST_CHG_WT,SCH_DEP_DAY,SCH_DEP_MONTH,SCH_DEP_YEAR,Flight_No,ISO_CODE,org,dst,INHOUSE_AC_TYP,OPN_MODE,SVC_TYP,CHG_WT_BU_PREDICT
5891,5891,2019-08-25,3308.0,11.57825,3323.0,20000.0,100.0,20000.0,100.0,0.0,29786.53,103.646467,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,30494.018210331,25,8,2019,1,14,4,5,15,3,5,
608,608,2020-02-12,4170.1,17.458581,4566.0,10000.0,90.0,26828.19,89.86,0.0,26828.19,89.86,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,33966.55167873745,12,2,2020,1,17,15,5,15,3,5,
399,399,2018-01-26,4890.0,26.0,4890.0,20000.0,120.0,20000.0,120.0,0.0,29361.84,94.526826,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,30059.240994128053,26,1,2018,1,14,4,5,16,3,5,
882,882,2019-01-01,15363.69,48.139839,15683.6,15000.0,60.0,36738.53,98.285449,0.0,36738.53,98.285449,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,41244.592602369936,1,1,2019,1,2,6,10,4,3,5,
3565,3565,2018-09-16,5006.83,24.040591,5078.4,3000.0,30.0,16571.0,93.64,0.0,15327.69,93.638862,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,15968.280420828169,16,9,2018,1,2,6,4,14,3,5,
4285,4285,2021-08-14,1200.0,9.596265,1599.5,13000.0,60.0,26453.65,63.000479,0.0,26453.65,63.000479,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,33492.35523590048,14,8,2021,1,17,15,5,11,3,5,
1179,1179,2018-09-20,18521.0,82.25,18743.0,21000.0,120.0,21000.0,120.0,0.0,22164.26,95.247904,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,22626.94729145574,20,9,2018,1,9,13,5,18,3,5,
5448,5448,2018-05-12,12277.0,78.748008,15813.24,20000.0,120.0,20000.0,120.0,0.0,27933.02,106.724671,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,31697.211601939103,12,5,2018,1,6,12,5,16,3,5,
4244,4244,2018-08-30,8784.16,53.696258,10628.63,15000.0,60.0,27623.48,69.0,0.0,27623.48,82.670958,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,31011.561400516403,30,8,2018,1,2,6,10,4,3,5,
5218,5218,2020-03-21,14156.3,83.063283,18126.15,10000.0,90.0,46509.83,121.249641,0.0,46509.83,121.249641,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,58885.02147421401,21,3,2020,1,17,15,5,15,3,5,
6627,6627,2018-02-12,3047.7,15.231942,4094.19,7000.0,90.0,33918.9,95.994251,0.0,33918.9,95.994251,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,42943.93582779636,12,2,2018,1,17,15,5,15,3,5,
2130,2130,2019-02-25,47159.57,328.75418,64363.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,0.0,25,2,2019,1,0,6,1,0,0,0,
5078,5078,2019-04-01,4083.0,24.476501,5461.5,8000.0,40.0,7000.0,40.0,0.0,17376.04,57.617844,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,19717.596474844395,1,4,2019,1,6,12,5,3,3,5,
456,456,2019-06-10,20.0,0.1024,20.0,8000.0,40.0,8000.0,40.0,0.0,27859.93,72.206587,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,31614.27215622268,10,6,2019,1,6,12,5,3,3,5,
7369,7369,2019-03-02,17030.0,63.50031,17388.0,20000.0,100.0,40500.0,300.0,0.0,27705.49,106.876347,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,28283.852558756946,2,3,2019,1,9,13,5,18,3,5,
5175,5175,2019-05-23,20033.1,86.341151,20700.6,17000.0,90.0,21000.0,95.0,0.0,22475.15,96.297725,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,23809.252508202066,23,5,2019,1,16,9,5,14,3,5,
1950,1950,2018-11-08,18078.0,69.12,18164.0,21000.0,120.0,38500.0,200.0,0.0,37849.24,116.371856,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,38639.3571678756,8,11,2018,1,9,13,5,18,3,5,
5372,5372,2019-01-14,31817.0,102.0,32003.0,20000.0,100.0,36500.0,200.0,0.0,32600.51,109.376048,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,33281.057948452864,14,1,2019,1,9,13,5,18,3,5,
689,689,2019-10-05,6493.4,41.696162,7679.55,8000.0,40.0,8000.0,40.0,0.0,23474.03,68.25509,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,26637.33803435026,5,10,2019,1,6,12,5,3,3,5,
7652,7652,2018-11-12,717.0,3.492215,801.5,15000.0,60.0,23629.0,76.143713,0.0,23629.0,76.143713,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,0,26772.80470055037,12,11,2018,1,2,6,16,12,3,5,
8916,8916,2018-10-16,801.0,5.043445,1207.5,10000.0,90.0,25859.27,97.077725,0.0,25859.27,97.077725,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,32739.82444695021,16,10,2018,1,17,15,5,15,3,5,
1953,1953,2019-11-17,13068.0,57.1301,13673.0,20000.0,100.0,34001.36,117.992754,0.0,34001.36,117.992754,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,34711.15122083082,17,11,2019,1,9,13,5,16,3,5,
5636,5636,2019-12-29,5285.3,63.667889,11064.71,10000.0,90.0,16737.5,132.41,0.0,11737.5,72.41018,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,14860.57763603064,29,12,2019,1,17,15,5,15,3,5,
2710,2710,2018-11-25,1006.1,6.81421,1472.5,21000.0,120.0,33042.27,106.147066,0.0,33042.27,106.147066,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,0,37438.496829017495,25,11,2018,1,2,6,16,18,3,5,
7162,7162,2018-05-04,8580.8,66.442601,12085.14,7000.0,90.0,17238.56,192.57,0.0,17238.56,92.573054,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21825.342637987,4,5,2018,1,17,15,5,15,3,5,
7200,7200,2019-10-04,14849.7,79.5257,16199.7,17000.0,90.0,19000.0,90.0,0.0,19055.19,84.24491,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,20186.287090487356,4,10,2019,1,16,9,5,14,3,5,
4349,4349,2020-06-28,18884.46,91.230481,20275.09,10000.0,60.0,10000.0,60.0,0.0,21752.71,112.694611,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,22661.82139598029,28,6,2020,1,2,6,4,14,3,5,
4138,4138,2019-02-09,9262.8,54.663145,10074.0,15000.0,60.0,15000.0,60.0,0.0,22387.0,81.627904,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25403.822291059496,9,2,2019,1,6,12,5,7,3,5,
1884,1884,2020-02-24,5645.0,39.472096,7051.5,10000.0,90.0,37960.13,102.93491,0.0,37960.13,102.93491,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,48060.44378605459,24,2,2020,1,17,15,5,15,3,5,
7966,7966,2021-06-11,1635.0,9.0,1635.0,20000.0,100.0,42950.36,119.02012,0.0,42950.36,119.02012,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,43846.96497284588,11,6,2021,1,9,13,5,18,3,5,
4485,4485,2018-09-24,9795.3,84.30199,16301.0,10000.0,90.0,31680.34,101.276647,0.0,31680.34,101.276647,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,40109.746718283015,24,9,2018,1,17,15,5,15,3,5,
2494,2494,2018-09-06,18701.6,77.696255,19798.71,17000.0,90.0,30000.0,150.0,0.0,16541.76,80.717126,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17523.66239024329,6,9,2018,1,16,9,5,14,3,5,
7949,7949,2018-07-30,12117.8,47.214774,12884.97,15000.0,60.0,21609.16,74.456886,0.0,21609.16,74.456886,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,24259.571645338787,30,7,2018,1,2,6,10,4,3,5,
3036,3036,2019-11-25,4391.61,21.173579,4712.0,10000.0,90.0,114270.64,62.44,0.0,4270.64,62.44012,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,5406.958660322717,25,11,2019,1,17,15,5,15,3,5,
5777,5777,2020-01-10,4322.95,23.439222,4919.0,10000.0,90.0,16995.96,77.580599,0.0,16995.96,77.580599,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21518.19238158648,10,1,2020,1,17,15,5,15,3,5,
3603,3603,2019-04-06,10003.7,57.741251,12537.18,10000.0,90.0,22235.1,90.258922,0.0,22235.1,90.258922,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,28151.346521397645,6,4,2019,1,17,15,5,15,3,5,
845,845,2018-08-29,6865.5,13.519701,6873.0,21000.0,120.0,35432.69,106.243653,0.0,35432.69,106.243653,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,40146.958795765546,29,8,2018,1,2,6,16,18,3,5,
542,542,2020-11-30,13175.82,71.58584,13239.5,10000.0,60.0,10000.0,70.0,0.0,16177.54,79.442934,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,1,0,16853.64821699581,30,11,2020,1,2,6,4,14,3,5,
3724,3724,2018-12-02,8796.9,53.77722,10032.5,8000.0,40.0,10000.0,60.0,0.0,26841.59,86.946228,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,30458.702924441848,2,12,2018,1,6,12,5,3,3,5,
4187,4187,2018-03-08,6358.0,34.868905,7247.5,15000.0,60.0,16000.0,55.0,0.0,25667.79,77.212575,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,29126.72424908357,8,3,2018,1,6,12,5,4,3,5,
3679,3679,2021-05-10,3904.6,26.500536,5385.5,102500.0,550.0,100000.0,510.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HKG,International,HONGKONG,FAR EAST,0,0,0.0,10,5,2021,1,2,6,8,20,2,2,
8314,8314,2018-01-21,20098.0,78.999,20290.0,21000.0,120.0,25500.0,150.0,0.0,36573.57,116.337904,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,37337.057075235854,21,1,2018,1,9,13,5,18,3,5,
6075,6075,2021-08-21,45.0,0.305805,51.0,17000.0,90.0,17000.0,90.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,0.0,21,8,2021,1,2,6,4,14,3,5,
6692,6692,2020-08-26,1.0,0.005016,1.0,20000.0,100.0,30000.0,140.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HKG,International,HONGKONG,FAR EAST,0,0,19783.444080212623,26,8,2020,1,2,6,8,16,3,4,
7917,7917,2018-01-31,29429.0,113.25,29657.0,21000.0,120.0,49500.0,800.0,0.0,35723.28,114.119701,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,36469.01695061848,31,1,2018,1,9,13,5,18,3,5,
6670,6670,2018-09-07,6280.07,38.549427,7969.05,10000.0,90.0,19701.79,92.594132,0.0,19701.79,92.594132,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,24943.981245049807,7,9,2018,1,17,15,5,15,3,5,
2964,2964,2018-03-24,10424.67,63.843169,13822.33,15000.0,60.0,19798.95,71.260599,0.0,19798.95,71.260599,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,22227.33535350196,24,3,2018,1,2,6,10,4,3,5,
2529,2529,2018-11-21,11306.0,53.686834,11447.5,11000.0,70.0,11000.0,70.0,0.0,30107.82,90.043413,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,34165.08280927355,21,11,2018,1,6,12,5,7,3,5,
5772,5772,2018-03-27,14948.7,88.003364,19584.34,7000.0,90.0,25562.63,102.1,0.0,25562.63,102.098683,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,32364.255394771117,27,3,2018,1,17,15,5,15,3,5,
1048,1048,2021-08-03,2075.7,10.536575,2245.5,40000.0,220.0,30000.0,140.0,0.0,30000.0,140.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HAN,Noi Bai Intl,VIETNAM,FAR EAST,0,0,31299.988437236058,3,8,2021,1,2,6,7,13,3,4,
1960,1960,2020-09-28,25188.33,133.259178,26768.923,20000.0,100.0,30000.0,136.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,20284.54539934635,28,9,2020,1,2,6,1,16,3,4,
2530,2530,2019-07-28,5865.8,25.602446,6090.5,8000.0,40.0,8000.0,40.0,0.0,13756.77,50.013174,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,15610.601705408431,28,7,2019,1,6,12,5,3,3,5,
7691,7691,2021-04-27,19197.0,126.790506,23282.0,20000.0,100.0,50000.0,220.0,0.0,49974.91,125.384431,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,52941.3708591343,27,4,2021,1,16,9,5,18,3,5,
237,237,2018-03-05,11058.51,52.787529,11688.71,15000.0,60.0,16500.0,69.0,0.0,23523.77,75.140599,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,26409.01282990506,5,3,2018,1,2,6,10,4,3,5,
4917,4917,2020-11-24,1108.4,6.643008,1188.5,10000.0,60.0,10000.0,60.0,0.0,41327.18,108.880479,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,43054.36756889273,24,11,2020,1,2,6,4,14,3,5,
1133,1133,2019-04-09,8313.34,35.73939,8490.88,5000.0,40.0,10667.67,69.798683,0.0,10667.67,69.798683,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,11113.50412207293,9,4,2019,1,2,6,4,14,3,5,
5901,5901,2020-01-25,9536.9,52.87299,10064.5,15000.0,60.0,15000.0,60.0,0.0,32708.55,89.642275,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,37116.28139537384,25,1,2020,1,6,12,5,7,3,5,
8005,8005,2018-02-22,232.0,0.841504,232.0,20000.0,120.0,22639.21,91.901198,0.0,22639.21,91.901198,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,25651.324554773662,22,2,2018,1,2,6,16,16,3,5,
4259,4259,2020-02-11,26447.0,119.0375,27445.0,20000.0,100.0,46016.77,40115.09,0.0,36016.77,115.085868,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,36768.633665120535,11,2,2020,1,9,13,5,18,3,5,
7634,7634,2018-09-15,10315.1,52.854922,10805.5,15000.0,60.0,16000.0,60.0,0.0,24362.95,71.803832,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,27646.04691499388,15,9,2018,1,6,12,5,4,3,5,
8934,8934,2021-02-17,1060.0,6.918958,1290.0,20000.0,100.0,20000.0,100.0,0.0,41404.91,111.998623,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,46913.77413660608,17,2,2021,1,2,6,16,18,3,5,
7170,7170,2018-08-21,11020.1,57.99741,11861.92,15000.0,60.0,21684.27,81.663713,0.0,21684.27,81.663713,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,24343.89405427469,21,8,2018,1,2,6,10,4,3,5,
7389,7389,2018-09-10,12683.8,22.934247,12683.9,17000.0,90.0,17000.0,90.0,0.0,15907.87,77.799042,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16852.145311495246,10,9,2018,1,16,9,5,14,3,5,
5656,5656,2019-04-02,17226.0,67.4001,17395.0,20000.0,100.0,38500.0,200.0,0.0,43179.31,121.056587,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,44080.69439049298,2,4,2019,1,9,13,5,18,3,5,
7473,7473,2019-03-04,8575.0,33.91957,9312.5,8000.0,40.0,9000.0,40.0,0.0,34360.17,78.409042,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,38990.47003040129,4,3,2019,1,6,12,5,3,3,5,
7778,7778,2020-09-11,797.5,3.480993,859.5,20000.0,100.0,41595.21,116.357126,0.0,41595.21,116.357126,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,47129.39327979938,11,9,2020,1,2,6,16,18,3,5,
5907,5907,2018-01-07,752.4,3.973635,920.0,7000.0,90.0,19638.48,175.0,0.0,8638.48,65.35018,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,10936.979995509942,7,1,2018,1,17,15,5,15,3,5,
2978,2978,2018-11-22,15574.0,57.2,15574.0,13050.0,60.0,19050.0,60.0,0.0,21204.64,77.746347,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,21647.29486183135,22,11,2018,1,9,13,5,11,3,5,
7664,7664,2018-07-26,6163.1,33.39734,6205.3,21000.0,120.0,21000.0,120.0,0.0,21434.09,88.651497,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21943.19146210967,26,7,2018,1,14,4,5,18,3,5,
5524,5524,2019-12-08,18544.0,70.23,18651.0,20000.0,100.0,25366.91,105.390419,0.0,25366.91,105.390419,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25896.453818765058,8,12,2019,1,9,13,5,18,3,5,
7451,7451,2019-08-12,1449.5,7.845763,1606.0,17000.0,90.0,11980.54,70.841557,0.0,11980.54,70.841557,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,12481.242921337052,12,8,2019,1,2,6,4,14,3,5,
6558,6558,2018-09-20,134.0,0.2716,153.0,20000.0,120.0,27449.19,96.561437,0.0,27449.19,96.561437,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,31101.26552364891,20,9,2018,1,2,6,16,16,3,5,
7230,7230,2020-10-07,4217.5,13.535153,4357.5,20000.0,100.0,20000.0,100.0,0.0,31286.5,106.107784,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,32029.615424741343,7,10,2020,1,14,4,5,18,3,5,
3919,3919,2019-12-24,6108.0,48.840156,10281.67,8000.0,40.0,8000.0,60.0,0.0,32936.21,74.207425,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,37374.62035024865,24,12,2019,1,6,12,5,2,3,5,
3138,3138,2018-11-22,15579.28,86.792294,19202.31,15000.0,60.0,50265.06,117.071377,0.0,50265.06,117.071377,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,1,0,56430.18166033537,22,11,2018,1,2,6,10,4,3,5,
8428,8428,2021-02-25,23579.69,191.371564,31291.61,40000.0,220.0,40000.0,198.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,20284.54539934635,25,2,2021,1,2,6,1,13,3,6,
5789,5789,2021-01-06,3886.7,28.416407,5424.0,10000.0,60.0,17000.0,90.0,0.0,30262.97,109.998084,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,1,0,31527.750843545917,6,1,2021,1,2,6,4,14,3,5,
4073,4073,2020-11-22,17396.95,73.989373,18045.699,20000.0,100.0,47011.92,126.84982,0.0,47011.92,126.84982,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,52778.03678740568,22,11,2020,1,2,6,10,16,3,5,
3287,3287,2018-06-23,7863.0,15.786226,8308.0,20000.0,120.0,16450.87,78.75976,0.0,16450.87,78.75976,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,18639.63475661869,23,6,2018,1,2,6,16,16,3,5,
3229,3229,2021-05-01,31578.59,123.484106,32940.58,20000.0,100.0,48607.73,126.199401,0.0,48607.73,126.199401,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,54569.57644130006,1,5,2021,1,2,6,10,15,3,5,
1826,1826,2018-10-15,7780.4,25.708518,7884.5,10000.0,90.0,17155.23,79.165569,0.0,17155.23,79.165569,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21719.840449751813,15,10,2018,1,17,15,5,15,3,5,
5548,5548,2019-02-27,8997.39,46.486859,10510.0,10000.0,90.0,26032.69,91.264192,0.0,26032.69,91.264192,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,32959.3875032774,27,2,2019,1,17,15,5,15,3,5,
593,593,2019-09-21,18523.0,70.067293,18597.0,20000.0,100.0,24592.08,99.784072,0.0,24592.08,99.784072,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,25105.44895012344,21,9,2019,1,9,13,5,18,3,5,
2725,2725,2020-02-03,3247.0,8.801689,3283.0,20000.0,100.0,20000.0,100.0,0.0,34873.18,109.831677,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,35701.486073475186,3,2,2020,1,14,4,5,15,3,5,
