,Unnamed: 0,SCH_DEP_DATE,BKD_WT_sum,BKD_VOL_sum,CHG_WT_BU_sum,AC_CGO_WT_BU,AC_CGO_VOL_BU,CMRCL_CGO_WT_BU,CMRCL_CGO_VOL_BU,NOOP_CAN_IND,EST_CGO_PLOD_WT_BU,EST_CGO_PLOD_VOL_BU,ORG_AIRPORT_CODE,ORG_AIRPORT_NAME,ORG_CNTRY_NAME,ORG_REGION_NAME,DST_AIRPORT_CODE,DST_AIRPORT_NAME,DST_CNTRY_NAME,DST_REGION_NAME,org_hday_flg,dst_hday_flg,EST_CHG_WT,SCH_DEP_DAY,SCH_DEP_MONTH,SCH_DEP_YEAR,Flight_No,ISO_CODE,org,dst,INHOUSE_AC_TYP,OPN_MODE,SVC_TYP,CHG_WT_BU_PREDICT
4939,4939,2019-03-29,17542.55,64.784565,18377.5,17000.0,90.0,28000.0,120.0,0.0,15761.19,73.991737,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,16696.758532857366,29,3,2019,1,16,9,5,14,3,5,13915.636
4386,4386,2021-05-30,32186.0,119.663409,32423.527,20000.0,100.0,55000.0,250.0,0.0,49349.79,125.536826,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,52279.14435884722,30,5,2021,1,16,9,5,18,3,5,28007.373
3064,3064,2018-12-21,23875.0,101.38,24890.0,20000.0,100.0,40000.0,2000.0,0.0,23406.06,103.504192,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,23894.670335064227,21,12,2018,1,9,13,5,18,3,5,21929.34
8384,8384,2020-09-24,6599.0,35.728988,6632.0,17000.0,90.0,17000.0,90.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,24,9,2020,1,10,10,5,14,3,4,5508.7134
6749,6749,2018-01-05,13106.6,49.588698,13773.8,21000.0,120.0,21000.0,95.0,0.0,18165.28,90.958084,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,19243.552919655383,5,1,2018,1,16,9,5,18,3,5,9164.438
8059,8059,2021-04-26,431.4,3.450882,654.0,20000.0,100.0,20000.0,100.0,0.0,37975.3,109.342275,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,43027.85942463966,26,4,2021,1,2,6,16,16,3,5,2091.645
5576,5576,2021-02-26,28272.0,102.5,28957.5,20000.0,100.0,46198.16,950.0,0.0,46198.16,122.05485,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,47162.56402344311,26,2,2021,1,9,13,5,18,3,5,19066.248
6923,6923,2018-08-08,14109.38,61.966294,18829.99,15000.0,60.0,21035.71,74.206108,0.0,21035.71,74.206108,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,23615.78672449876,8,8,2018,1,2,6,10,4,3,5,11432.5205
7128,7128,2021-06-13,10139.3,44.70024933,11307.921,17000.0,90.0,17000.0,90.0,0.0,13258.6,77.492934,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,13812.716905651952,13,6,2021,1,2,6,4,14,3,5,9494.396
1078,1078,2019-03-13,22647.0,112.03,23033.59,20000.0,100.0,60000.0,9100.0,0.0,34438.14,111.540599,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,35157.049168155114,13,3,2019,1,9,13,5,18,3,5,22969.85
6586,6586,2018-09-19,16027.5,59.123941,17409.5,17000.0,90.0,40000.0,150.0,0.0,16159.1,79.336766,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17118.28807395225,19,9,2018,1,16,9,5,14,3,5,15600.459
1501,1501,2018-04-07,2161.8,16.691446,2893.3,11000.0,70.0,28047.98,79.200898,0.0,28047.98,79.200898,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,31488.12727181572,7,4,2018,1,2,6,10,7,3,5,10731.965
856,856,2020-02-29,7426.0,44.714835,7583.0,13000.0,60.0,7426.0,44.71,0.0,16812.84,66.00503,ADD,Bole Intl,ETHIOPIA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17254.37268869491,29,2,2020,1,5,1,5,11,3,5,15224.484
6890,6890,2019-11-06,9468.77,55.92388,12224.56,15000.0,60.0,43080.0,106.766467,0.0,43080.0,106.766467,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,1,0,48363.85803433335,6,11,2019,1,2,6,10,7,3,5,16321.517
6133,6133,2021-03-22,16648.9,87.367363,17041.5,17000.0,90.0,40000.0,125.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,22,3,2021,1,10,10,5,14,3,4,9448.197
8318,8318,2018-09-15,936.0,3.50046,936.0,20000.0,120.0,20000.0,120.0,0.0,37159.99,113.424251,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,38042.61227325632,15,9,2018,1,14,4,5,16,3,5,5002.1606
5559,5559,2018-04-03,256.0,1.722666,297.0,21000.0,120.0,31851.03,112.177246,0.0,31851.03,112.177246,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,36088.764048473095,3,4,2018,1,2,6,16,18,3,5,480.2412
7490,7490,2020-10-28,18815.0,95.54224,19272.5,20000.0,100.0,49849.71,110.0,0.0,49849.71,128.917006,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,55963.88805693333,28,10,2020,1,2,6,10,18,3,5,17198.762
8047,8047,2021-03-25,7649.7,70.163189,12120.047,20000.0,100.0,26676.33,140.0,0.0,26676.33,100.031916,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,33774.285240415185,25,3,2021,1,17,15,5,15,3,5,10937.472
1183,1183,2019-03-28,3205.0,13.674648,3205.0,20000.0,100.0,20000.0,100.0,0.0,23661.43,98.443114,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,24223.43513334625,28,3,2019,1,14,4,5,15,3,5,4701.553
3973,3973,2018-01-18,2133.6,17.279519,3206.0,7000.0,90.0,125000.0,1100.0,0.0,21092.91,84.282635,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,26705.24614481849,18,1,2018,1,17,15,5,15,3,5,3896.267
6796,6796,2018-04-27,14845.2,74.533354,15907.63,17000.0,90.0,24000.0,120.0,0.0,16098.12,83.078563,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17053.688361916953,27,4,2018,1,16,9,5,14,3,5,15817.437
6994,6994,2019-06-30,2648.0,13.987036,2648.0,20000.0,100.0,20000.0,100.0,0.0,27127.02,102.616048,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,27771.33965829565,30,6,2019,1,14,4,5,15,3,5,4199.3457
8169,8169,2020-03-16,1067.7,2.847809,1110.0,10000.0,90.0,42670.37,113.395689,0.0,42670.37,113.395689,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,54023.96985245178,16,3,2020,1,17,15,5,15,3,5,13196.639
95,95,2018-10-22,13039.4,44.868404,13145.4,17000.0,90.0,17000.0,90.0,0.0,20299.44,84.607425,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21504.39453063037,22,10,2018,1,16,9,5,14,3,5,16146.391
8493,8493,2018-09-20,2416.0,12.053664,2419.0,21000.0,120.0,21000.0,120.0,0.0,21390.4,88.241916,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21898.463739356823,20,9,2018,1,14,4,5,18,3,5,5856.9478
7440,7440,2018-07-10,32.0,0.664021,111.0,21000.0,120.0,28511.61,95.059281,0.0,28511.61,95.059281,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,32305.03898718773,10,7,2018,1,2,6,16,18,3,5,1044.3127
1561,1561,2019-04-03,552.0,2.707307,567.0,20000.0,100.0,27056.0,99.365269,0.0,27056.0,99.365269,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,1,30655.76215574467,3,4,2019,1,2,6,16,15,3,5,317.16147
4997,4997,2019-01-20,11156.9,55.121765,11470.5,3000.0,30.0,11699.12,66.33006,0.0,11699.12,66.33006,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,12188.061530270985,20,1,2019,1,2,6,4,14,3,5,10259.962
3122,3122,2021-04-19,69923.75,429.528816,80166.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,0.0,19,4,2021,1,0,6,1,0,0,0,75240.55
6909,6909,2020-12-12,94457.17,417.144091,107077.685,102500.0,550.0,102500.0,420.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BAH,International,BAHRAIN,"GCC, MIDDLE EAST & IRAN",0,0,0.0,12,12,2020,1,2,6,2,20,2,2,84677.97
1226,1226,2020-09-14,20190.0,110.797925,23480.651,20000.0,100.0,50023.43,128.982036,0.0,50023.43,128.982036,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,51067.68797820572,14,9,2020,1,9,13,5,18,3,5,17904.273
2164,2164,2021-01-25,3751.1,13.432365,3870.5,20000.0,100.0,20000.0,100.0,0.0,36203.75,101.738443,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,0,41020.60722745569,25,1,2021,1,2,6,16,18,3,5,943.1319
4824,4824,2020-12-15,20799.0,85.4,21375.5,20000.0,100.0,542000.0,542.0,0.0,47725.36,126.752395,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,48721.64489975078,15,12,2020,1,9,13,5,18,3,5,21832.996
5856,5856,2020-08-30,19802.96,138.28971,22836.59,20000.0,100.0,30000.0,140.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,20284.54539934635,30,8,2020,1,2,6,1,16,3,4,27231.012
3721,3721,2020-04-27,81646.56,530.830764,97159.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,0.0,27,4,2020,1,0,6,1,0,0,0,69834.516
7876,7876,2019-08-10,10567.2,53.025948,10673.4,17000.0,90.0,10253.25,71.516467,0.0,10253.25,71.516467,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,10681.76425964098,10,8,2019,1,2,6,4,14,3,5,9311.683
3767,3767,2020-09-14,34364.4,133.458427,36664.5,20000.0,100.0,36000.0,140.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,20284.54539934635,14,9,2020,1,2,6,1,16,3,4,27666.48
7986,7986,2019-03-20,7583.7,44.281798,8532.5,8000.0,30.0,10000.0,50.0,0.0,31165.38,65.217844,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,35365.15724095858,20,3,2019,1,6,12,5,6,3,5,11430.74
7152,7152,2019-01-24,8394.1,50.780752,9592.5,15000.0,60.0,15000.0,60.0,0.0,32632.33,88.912994,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,37029.790157824165,24,1,2019,1,6,12,5,7,3,5,10539.019
4793,4793,2021-04-06,2801.0,42.22025,9300.0,102500.0,550.0,102500.0,550.0,0.0,0.0,0.0,HKG,International,HONGKONG,FAR EAST,AKL,International,NEW ZEALAND,ANZ,1,0,0.0,6,4,2021,1,15,7,1,20,2,2,7920.8774
8806,8806,2018-11-20,13182.81,65.108366,14625.15,15000.0,60.0,28072.71,91.723653,0.0,28072.71,91.723653,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,1,0,31515.89046144406,20,11,2018,1,2,6,10,4,3,5,11848.91
2508,2508,2018-08-09,442.0,3.043125,507.5,20000.0,120.0,17892.55,82.443832,0.0,17892.55,82.443832,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,20273.12822145806,9,8,2018,1,2,6,16,16,3,5,1881.8995
647,647,2020-03-10,26221.7,78.390764,26635.27,20000.0,100.0,27000.0,100.0,0.0,35480.6,109.462096,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,37586.69306066985,10,3,2020,1,16,9,5,18,3,5,18943.652
6797,6797,2018-10-15,18702.0,66.529,19354.92,17000.0,90.0,19000.0,90.0,0.0,15898.63,77.736048,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16842.35683430262,15,10,2018,1,16,9,5,14,3,5,15733.258
4222,4222,2019-09-13,837.0,7.288468,1230.5,20000.0,100.0,20000.0,100.0,0.0,31464.85,98.483293,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,32212.201585257942,13,9,2019,1,14,4,5,15,3,5,3120.9133
8823,8823,2020-06-28,1800.0,8.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",MLE,Ibrahim Nasir Intl,MALDIVES,WEST ASIA & INDIAN OCEAN,0,0,0.0,28,6,2020,1,0,6,12,0,0,0,3834.1047
5652,5652,2021-02-25,10002.01,46.643783,10273.81,10000.0,60.0,17000.0,90.0,0.0,1295.12,59.971617,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,1349.246973198373,25,2,2021,1,2,6,4,14,3,5,10150.464
736,736,2021-06-26,119.0,0.712,119.0,17000.0,90.0,17000.0,90.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,26,6,2021,1,10,10,5,14,3,4,7433.4023
7372,7372,2018-02-26,4138.0,23.222202,4138.0,20000.0,120.0,20000.0,120.0,0.0,40105.46,115.22515,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,41058.04293328902,26,2,2018,1,14,4,5,16,3,5,4373.4775
7398,7398,2019-04-28,264.0,0.92,284.0,20000.0,100.0,22492.15,86.385868,0.0,22492.15,86.385868,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,25484.69843182039,28,4,2019,1,2,6,16,18,3,5,781.2917
582,582,2018-04-21,16.5,0.028317,45.0,21000.0,120.0,38728.92,110.906287,0.0,38728.92,110.906287,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,43881.74748923946,21,4,2018,1,2,6,16,18,3,5,407.16522
5916,5916,2018-05-24,1181.5,6.013384,1217.0,20000.0,120.0,17671.92,83.230479,0.0,17671.92,83.230479,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,20023.14371508528,24,5,2018,1,2,6,16,16,3,5,1214.1006
5151,5151,2020-11-26,24146.0,88.2,24503.0,20000.0,100.0,45164.52,134.66521,0.0,45164.52,134.66521,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,46107.34639838636,26,11,2020,1,9,13,5,18,3,5,20914.477
3660,3660,2018-01-18,149.0,0.612168,149.0,20000.0,120.0,17901.8,83.94491,0.0,17901.8,83.94491,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,1,20283.608920746225,18,1,2018,1,2,6,16,16,3,5,-1218.7686
315,315,2019-11-08,8576.0,39.793069,10590.31,8000.0,30.0,15000.0,80.0,0.0,29403.42,66.83485,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,33365.75943312568,8,11,2019,1,6,12,5,8,3,5,11260.655
3078,3078,2020-03-02,6025.0,34.190474,8543.0,8000.0,40.0,9000.0,50.0,0.0,34366.66,79.926946,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,38997.83460835586,2,3,2020,1,6,12,5,3,3,5,8643.606
1512,1512,2019-08-17,274.5,1.637335,275.0,20000.0,100.0,23835.16,86.037725,0.0,23835.16,86.037725,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,27006.39399409074,17,8,2019,1,2,6,16,18,3,5,685.5735
3260,3260,2019-11-05,6999.9,51.479036,9176.5,8000.0,40.0,8000.0,55.0,0.0,32671.47,76.493832,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,37074.20457710643,5,11,2019,1,6,12,5,3,3,5,8378.3955
7447,7447,2021-08-16,360.0,1.08,360.0,20000.0,100.0,20000.0,100.0,0.0,39926.76,111.191018,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,45238.95839035704,16,8,2021,1,2,6,16,16,3,5,3649.9133
4634,4634,2019-05-14,14231.0,49.888465,14646.0,17000.0,90.0,17000.0,90.0,0.0,27694.85,99.32503,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,29338.788698931035,14,5,2019,1,16,9,5,14,3,5,16565.975
6649,6649,2018-06-14,2923.0,15.532097,2959.0,17000.0,90.0,17000.0,90.0,0.0,18928.3,81.397006,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,19377.884060030094,14,6,2018,1,14,4,5,14,3,5,6095.7285
761,761,2019-07-21,11900.15,60.447426,12394.13,17000.0,90.0,9888.52,75.140838,0.0,9888.52,75.140838,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,10301.791092262942,21,7,2019,1,2,6,4,14,3,5,9484.365
6370,6370,2021-02-19,23908.9,79.111003,25316.5,17000.0,90.0,90000.0,400.0,0.0,22960.37,83.389701,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,24323.274683895208,19,2,2021,1,16,9,5,14,3,5,18760.74
2948,2948,2019-09-24,1672.7,10.0,1672.92,102500.0,550.0,102500.0,550.0,0.0,0.0,0.0,HKG,International,HONGKONG,FAR EAST,AKL,International,NEW ZEALAND,ANZ,0,0,0.0,24,9,2019,1,15,7,1,20,2,2,6035.713
6124,6124,2021-03-26,6232.02,30.663282,6629.5,40000.0,220.0,40000.0,150.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HAN,Noi Bai Intl,VIETNAM,FAR EAST,0,0,17736.660114433766,26,3,2021,1,2,6,7,13,3,4,10567.904
4503,4503,2019-04-04,9921.7,50.62089,10034.1,5000.0,40.0,11740.04,66.125988,0.0,11740.04,66.125988,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,1,1,12230.691700558891,4,4,2019,1,2,6,4,14,3,5,9529.949
1068,1068,2021-03-18,14941.85,70.37387,17958.0,20000.0,100.0,45768.88,119.964192,0.0,45768.88,119.964192,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,51382.53516040945,18,3,2021,1,2,6,10,18,3,5,20116.756
700,700,2019-07-10,3429.4,24.484519,4827.4,10000.0,90.0,5438.86,65.234431,0.0,5438.86,65.234431,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,6886.015018658283,10,7,2019,1,17,15,5,15,3,5,6232.7026
8948,8948,2018-03-20,6384.0,33.2832,6384.0,21000.0,120.0,21000.0,120.0,0.0,35518.9,108.046108,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,36362.54318347675,20,3,2018,1,14,4,5,15,3,5,5098.2065
5331,5331,2020-09-27,18638.613,140.7496384,23105.575,20000.0,100.0,20000.0,140.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,20284.54539934635,27,9,2020,1,2,6,1,15,3,4,26512.979
6947,6947,2021-05-05,8803.24,51.175519,9059.5,20000.0,100.0,29000.0,199.0,0.0,30668.81,91.665269,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,31397.254081935072,5,5,2021,1,14,4,5,15,3,5,3689.1855
6375,6375,2019-03-19,6793.1,66.719817,11166.29,10000.0,90.0,31496.59,103.417545,0.0,31496.59,103.417545,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,39877.10508755921,19,3,2019,1,17,15,5,15,3,5,10947.106
4533,4533,2018-02-17,13528.0,63.237856,13952.0,17000.0,90.0,15832.91,81.438323,0.0,15832.91,81.438323,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16772.735760590585,17,2,2018,1,16,9,5,14,3,5,14342.344
1153,1153,2021-06-07,6098.0,37.415592,6542.0,20000.0,100.0,30000.0,150.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,7,6,2021,1,10,10,5,18,3,4,7015.6177
2131,2131,2019-02-25,5797.2,49.169139,8380.5,102500.0,550.0,100000.0,425.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HKG,International,HONGKONG,FAR EAST,0,0,0.0,25,2,2019,1,2,6,8,20,2,2,10839.113
6282,6282,2018-01-17,8151.4,29.300437,8237.4,15000.0,60.0,30789.18,83.481856,0.0,30789.18,83.481856,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,34565.54156252404,17,1,2018,1,2,6,10,4,3,5,8354.775
8581,8581,2018-12-08,9549.5,54.293498,11023.92,15000.0,60.0,11000.0,60.0,0.0,27547.65,86.96024,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,31259.90999849489,8,12,2018,1,6,12,5,7,3,5,10190.932
3448,3448,2018-12-09,9044.2,71.717824,13267.5,15000.0,60.0,15000.0,60.0,0.0,29597.41,91.501198,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,33585.89109374312,9,12,2018,1,6,12,5,4,3,5,11758.84
4022,4022,2019-10-02,2069.16,14.8583,2771.0,10000.0,90.0,18047.08,68.551377,0.0,18047.08,68.551377,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,22848.99113470977,2,10,2019,1,17,15,5,15,3,5,8629.775
3819,3819,2018-02-18,9508.5,72.322119,13699.21,7000.0,90.0,25992.73,167.69,0.0,15992.73,67.687844,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,20248.026051295103,18,2,2018,1,17,15,5,15,3,5,11233.045
5687,5687,2020-09-20,17429.8,59.25381,17892.5,20000.0,100.0,45937.89,127.882156,0.0,45937.89,127.882156,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,51572.2746136681,20,9,2020,1,2,6,10,18,3,5,17683.393
